p,r,n,poly,factorization
2971,1,2,x^2 + x + 10,2^3 * 3^3 * 5 * 11 * 743
2971,1,3,x^3 + x^2 + 20,2 * 3^4 * 5 * 11 * 19 * 97 * 1597
2971,1,4,x^4 + x^3 + 60,2^4 * 3^3 * 5 * 11 * 17 * 89 * 743 * 2917
2971,1,5,x^5 + x^4 + 25,2 * 3^3 * 5^2 * 11 * 131 * 331 * 359490581
2971,1,6,x^6 + x^5 + 105,2^3 * 3^4 * 5 * 7^2 * 11 * 19 * 31 * 37 * 97 * 157 * 743 * 1597
2971,1,7,x^7 + x^6 + 17,2 * 3^3 * 5 * 11 * 43 * 701 * 827 * 27597524668057
2971,1,8,x^8 + x^7 + 13,2^5 * 3^3 * 5 * 11 * 17 * 73 * 89 * 743 * 2917 * 11057 * 48263681
2971,1,9,x^9 + x^8 + 22,2 * 3^5 * 5 * 11 * 19 * 97 * 1597 * 297487 * 770595846855553
2971,1,10,x^10 + x^9 + 10,2^3 * 3^3 * 5^2 * 11 * 131 * 271 * 331 * 743 * 359490581 * 287405558371
2971,1,11,x^11 + x^10 + 38,2 * 3^3 * 5 * 11^2 * 23 * 66341419 * 85252553 * 37459333805286691
2971,1,12,x^12 + x^11 + 93,2^4 * 3^4 * 5 * 7^2 * 11 * 13 * 17 * 19 * 31 * 37 * 89 * 97 * 157 * 743 * 1597 * 2917 * 5993316400957
2971,1,13,x^13 + x^12 + 5,2 * 3^3 * 5 * 11 * 677 * 194819 * 105797173 * 33906579675454221902077627
2971,1,14,x^14 + x^13 + 71,2^3 * 3^3 * 5 * 11 * 29 * 43 * 701 * 743 * 827 * 65269 * 27597524668057 * 363215857375211
2971,1,15,x^15 + x^14 + 31,2 * 3^4 * 5^2 * 11 * 19 * 97 * 131 * 331 * 1597 * 359490581 * 9922946422321 * 611553372528961
2971,1,16,x^16 + x^15 + 10,2^6 * 3^3 * 5 * 11 * 17 * 73 * 89 * 743 * 2917 * 11057 * 52721 * 46766257 * 48263681 * 1231047945099473
2971,1,17,x^17 + x^16 + 132,2 * 3^3 * 5 * 11 * 1327 * 1669729777070619654588619 * 16636865909028944189152507949
2971,1,18,x^18 + x^17 + 78,2^3 * 3^5 * 5 * 7^2 * 11 * 19 * 31 * 37 * 97 * 157 * 739 * 743 * 1597 * 297487 * 770595846855553 * 930618051458869549
2971,1,19,x^19 + x^18 + 57,2 * 3^3 * 5 * 11 * 571 * 10337 * 39749 * 2697545483 * 514124532040782602340183564128820743071721
2971,1,20,x^20 + x^19 + 246,2^4 * 3^3 * 5^2 * 11 * 17 * 89 * 131 * 271 * 331 * 401 * 743 * 2917 * 359490581 * 425194921 * 287405558371 * 35603174627045561
2971,1,21,x^21 + x^20 + 26,2 * 3^4 * 5 * 11 * 19 * 43 * 97 * 127 * 701 * 827 * 1597 * 8779 * 27597524668057 * 424069315462621400122587479716730437
2971,1,22,x^22 + x^21 + 167,2^3 * 3^3 * 5 * 11^2 * 23 * 743 * 9439 * 66341419 * 85252553 * 37459333805286691 * 5674849896744054666317777641609
2971,1,23,x^23 + x^22 + 89,2 * 3^3 * 5 * 11 * 139 * 277 * 98717 * 193891 * 34400152954066545405097381874495347002973604869941299018818813
2971,2,2,x^4 + x^3 + 60,2^4 * 3^3 * 5 * 11 * 17 * 89 * 743 * 2917
2971,2,3,x^6 + x^5 + 105,2^3 * 3^4 * 5 * 7^2 * 11 * 19 * 31 * 37 * 97 * 157 * 743 * 1597
2971,2,4,x^8 + x^7 + 13,2^5 * 3^3 * 5 * 11 * 17 * 73 * 89 * 743 * 2917 * 11057 * 48263681
2971,2,5,x^10 + x^9 + 10,2^3 * 3^3 * 5^2 * 11 * 131 * 271 * 331 * 743 * 359490581 * 287405558371
2971,2,6,x^12 + x^11 + 93,2^4 * 3^4 * 5 * 7^2 * 11 * 13 * 17 * 19 * 31 * 37 * 89 * 97 * 157 * 743 * 1597 * 2917 * 5993316400957
2971,2,7,x^14 + x^13 + 71,2^3 * 3^3 * 5 * 11 * 29 * 43 * 701 * 743 * 827 * 65269 * 27597524668057 * 363215857375211
2971,2,8,x^16 + x^15 + 10,2^6 * 3^3 * 5 * 11 * 17 * 73 * 89 * 743 * 2917 * 11057 * 52721 * 46766257 * 48263681 * 1231047945099473
2971,2,9,x^18 + x^17 + 78,2^3 * 3^5 * 5 * 7^2 * 11 * 19 * 31 * 37 * 97 * 157 * 739 * 743 * 1597 * 297487 * 770595846855553 * 930618051458869549
2971,2,10,x^20 + x^19 + 246,2^4 * 3^3 * 5^2 * 11 * 17 * 89 * 131 * 271 * 331 * 401 * 743 * 2917 * 359490581 * 425194921 * 287405558371 * 35603174627045561
2971,2,11,x^22 + x^21 + 167,2^3 * 3^3 * 5 * 11^2 * 23 * 743 * 9439 * 66341419 * 85252553 * 37459333805286691 * 5674849896744054666317777641609
2971,3,2,x^6 + x^5 + 105,2^3 * 3^4 * 5 * 7^2 * 11 * 19 * 31 * 37 * 97 * 157 * 743 * 1597
2971,3,3,x^9 + x^8 + 22,2 * 3^5 * 5 * 11 * 19 * 97 * 1597 * 297487 * 770595846855553
2971,3,4,x^12 + x^11 + 93,2^4 * 3^4 * 5 * 7^2 * 11 * 13 * 17 * 19 * 31 * 37 * 89 * 97 * 157 * 743 * 1597 * 2917 * 5993316400957
