p,r,n,poly,factorization
1321,1,2,x^2 + x + 13,2^4 * 3 * 5 * 11 * 661
1321,1,3,x^3 + x^2 + 19,2^3 * 3^2 * 5 * 11 * 37 * 15733
1321,1,4,x^4 + x^3 + 28,2^5 * 3 * 5 * 11 * 13 * 41 * 661 * 1637
1321,1,5,x^5 + x^4 + 28,2^3 * 3 * 5^2 * 11 * 211 * 6091 * 474241
1321,1,6,x^6 + x^5 + 23,2^4 * 3^2 * 5 * 7 * 11 * 37 * 661 * 15733 * 249103
1321,1,7,x^7 + x^6 + 21,2^3 * 3 * 5 * 11 * 29 * 16451 * 11146935594313
1321,1,8,x^8 + x^7 + 28,2^6 * 3 * 5 * 11 * 13 * 41 * 661 * 1637 * 13001 * 117112841
1321,1,9,x^9 + x^8 + 21,2^3 * 3^3 * 5 * 11 * 37 * 307 * 15733 * 5769753717893923
1321,1,10,x^10 + x^9 + 19,2^4 * 3 * 5^2 * 11 * 211 * 661 * 5861 * 6091 * 474241 * 519171581
1321,1,11,x^11 + x^10 + 70,2^3 * 3 * 5 * 11^2 * 727 * 2782187 * 727852955000116849949
1321,1,12,x^12 + x^11 + 47,2^5 * 3^2 * 5 * 7 * 11 * 13 * 37 * 41 * 61 * 661 * 1637 * 10177 * 15733 * 249103 * 4905253
1321,1,13,x^13 + x^12 + 57,2^3 * 3 * 5 * 11 * 53 * 495899 * 1075210744645528051967125715659
1321,1,14,x^14 + x^13 + 38,2^4 * 3 * 5 * 11 * 29 * 379 * 661 * 16451 * 11146935594313 * 14010352368576859
1321,1,15,x^15 + x^14 + 51,2^3 * 3^2 * 5^2 * 11 * 31 * 37 * 211 * 1021 * 4651 * 6091 * 6691 * 15733 * 474241 * 1087741 * 8648551
1321,1,16,x^16 + x^15 + 89,2^7 * 3 * 5 * 11 * 13 * 17 * 41 * 113 * 661 * 1637 * 13001 * 296753 * 4151057 * 117112841 * 1959347041
1321,1,17,x^17 + x^16 + 23,2^3 * 3 * 5 * 11 * 137 * 2556515595611 * 40617308838551387 * 6049142418665334193
1321,1,18,x^18 + x^17 + 28,2^4 * 3^3 * 5 * 7 * 11 * 19 * 37 * 307 * 661 * 15733 * 249103 * 5769753717893923 * 279681219451047619
1321,1,19,x^19 + x^18 + 57,2^3 * 3 * 5 * 11 * 457 * 9311 * 35291252893454428462097409153500725313596129277357
1321,1,20,x^20 + x^19 + 118,2^5 * 3 * 5^2 * 11 * 13 * 41 * 211 * 661 * 1637 * 5861 * 6091 * 474241 * 519171581 * 12165722381 * 762227108448101
1321,1,21,x^21 + x^20 + 57,2^3 * 3^2 * 5 * 11 * 29 * 37 * 43 * 6679 * 15733 * 16451 * 184633 * 39076339 * 11146935594313 * 13617639445024336639
1321,1,22,x^22 + x^21 + 471,2^4 * 3 * 5 * 11^2 * 23^2 * 661 * 727 * 2782187 * 727852955000116849949 * 30566370050459508156585166969
1321,1,23,x^23 + x^22 + 199,2^3 * 3 * 5 * 11 * 277 * 1059197 * 3268657873837 * 2113434737627971 * 9752572888800331 * 23134325969430811
1321,1,24,x^24 + x^23 + 141,2^6 * 3^2 * 5 * 7 * 11 * 13 * 37 * 41 * 61 * 73 * 661 * 1637 * 10177 * 13001 * 15733 * 249103 * 333049 * 4905253 * 117112841 * 381409535755467553
1321,1,25,x^25 + x^24 + 104,2^3 * 3 * 5^3 * 11 * 211 * 6091 * 474241 * 52370455101376372481718605006328251048048787073573089098941201
1321,2,2,x^4 + x^3 + 28,2^5 * 3 * 5 * 11 * 13 * 41 * 661 * 1637
1321,2,3,x^6 + x^5 + 23,2^4 * 3^2 * 5 * 7 * 11 * 37 * 661 * 15733 * 249103
1321,2,4,x^8 + x^7 + 28,2^6 * 3 * 5 * 11 * 13 * 41 * 661 * 1637 * 13001 * 117112841
1321,2,5,x^10 + x^9 + 19,2^4 * 3 * 5^2 * 11 * 211 * 661 * 5861 * 6091 * 474241 * 519171581
1321,2,6,x^12 + x^11 + 47,2^5 * 3^2 * 5 * 7 * 11 * 13 * 37 * 41 * 61 * 661 * 1637 * 10177 * 15733 * 249103 * 4905253
1321,2,7,x^14 + x^13 + 38,2^4 * 3 * 5 * 11 * 29 * 379 * 661 * 16451 * 11146935594313 * 14010352368576859
1321,2,8,x^16 + x^15 + 89,2^7 * 3 * 5 * 11 * 13 * 17 * 41 * 113 * 661 * 1637 * 13001 * 296753 * 4151057 * 117112841 * 1959347041
1321,2,9,x^18 + x^17 + 28,2^4 * 3^3 * 5 * 7 * 11 * 19 * 37 * 307 * 661 * 15733 * 249103 * 5769753717893923 * 279681219451047619
1321,2,10,x^20 + x^19 + 118,2^5 * 3 * 5^2 * 11 * 13 * 41 * 211 * 661 * 1637 * 5861 * 6091 * 474241 * 519171581 * 12165722381 * 762227108448101
1321,2,11,x^22 + x^21 + 471,2^4 * 3 * 5 * 11^2 * 23^2 * 661 * 727 * 2782187 * 727852955000116849949 * 30566370050459508156585166969
1321,2,12,x^24 + x^23 + 141,2^6 * 3^2 * 5 * 7 * 11 * 13 * 37 * 41 * 61 * 73 * 661 * 1637 * 10177 * 13001 * 15733 * 249103 * 333049 * 4905253 * 117112841 * 381409535755467553
1321,3,2,x^6 + x^5 + 23,2^4 * 3^2 * 5 * 7 * 11 * 37 * 661 * 15733 * 249103
1321,3,3,x^9 + x^8 + 21,2^3 * 3^3 * 5 * 11 * 37 * 307 * 15733 * 5769753717893923
1321,3,4,x^12 + x^11 + 47,2^5 * 3^2 * 5 * 7 * 11 * 13 * 37 * 41 * 61 * 661 * 1637 * 10177 * 15733 * 249103 * 4905253
1321,3,5,x^15 + x^14 + 51,2^3 * 3^2 * 5^2 * 11 * 31 * 37 * 211 * 1021 * 4651 * 6091 * 6691 * 15733 * 474241 * 1087741 * 8648551
1321,3,6,x^18 + x^17 + 28,2^4 * 3^3 * 5 * 7 * 11 * 19 * 37 * 307 * 661 * 15733 * 249103 * 5769753717893923 * 279681219451047619
1321,3,7,x^21 + x^20 + 57,2^3 * 3^2 * 5 * 11 * 29 * 37 * 43 * 6679 * 15733 * 16451 * 184633 * 39076339 * 11146935594313 * 13617639445024336639
1321,3,8,x^24 + x^23 + 141,2^6 * 3^2 * 5 * 7 * 11 * 13 * 37 * 41 * 61 * 73 * 661 * 1637 * 10177 * 13001 * 15733 * 249103 * 333049 * 4905253 * 117112841 * 381409535755467553
1321,4,2,x^8 + x^7 + 28,2^6 * 3 * 5 * 11 * 13 * 41 * 661 * 1637 * 13001 * 117112841
1321,4,3,x^12 + x^11 + 47,2^5 * 3^2 * 5 * 7 * 11 * 13 * 37 * 41 * 61 * 661 * 1637 * 10177 * 15733 * 249103 * 4905253
1321,4,4,x^16 + x^15 + 89,2^7 * 3 * 5 * 11 * 13 * 17 * 41 * 113 * 661 * 1637 * 13001 * 296753 * 4151057 * 117112841 * 1959347041
1321,4,5,x^20 + x^19 + 118,2^5 * 3 * 5^2 * 11 * 13 * 41 * 211 * 661 * 1637 * 5861 * 6091 * 474241 * 519171581 * 12165722381 * 762227108448101
1321,4,6,x^24 + x^23 + 141,2^6 * 3^2 * 5 * 7 * 11 * 13 * 37 * 41 * 61 * 73 * 661 * 1637 * 10177 * 13001 * 15733 * 249103 * 333049 * 4905253 * 117112841 * 381409535755467553
1321,5,2,x^10 + x^9 + 19,2^4 * 3 * 5^2 * 11 * 211 * 661 * 5861 * 6091 * 474241 * 519171581
1321,5,3,x^15 + x^14 + 51,2^3 * 3^2 * 5^2 * 11 * 31 * 37 * 211 * 1021 * 4651 * 6091 * 6691 * 15733 * 474241 * 1087741 * 8648551
1321,5,4,x^20 + x^19 + 118,2^5 * 3 * 5^2 * 11 * 13 * 41 * 211 * 661 * 1637 * 5861 * 6091 * 474241 * 519171581 * 12165722381 * 762227108448101
1321,5,5,x^25 + x^24 + 104,2^3 * 3 * 5^3 * 11 * 211 * 6091 * 474241 * 52370455101376372481718605006328251048048787073573089098941201
