p,r,n,poly,factorization
5711,1,2,x^2 + x + 19,2^5 * 3 * 5 * 7 * 17 * 571
5711,1,3,x^3 + x^2 + 7,2 * 5 * 19 * 79 * 103 * 211 * 571
5711,1,4,x^4 + x^3 + 62,2^6 * 3 * 5 * 7 * 17 * 571 * 16307761
5711,1,5,x^5 + x^4 + 3,2 * 5^2 * 571 * 1724651 * 123382471
5711,1,6,x^6 + x^5 + 158,2^5 * 3^2 * 5 * 7 * 13 * 17 * 19 * 79 * 103 * 211 * 571 * 836149
5711,1,7,x^7 + x^6 + 9,2 * 5 * 43 * 571 * 21211 * 38046911952037129
5711,1,8,x^8 + x^7 + 43,2^7 * 3 * 5 * 7 * 17 * 571 * 16307761 * 531886105050721
5711,1,9,x^9 + x^8 + 11,2 * 5 * 19 * 79 * 103 * 211 * 571 * 631 * 54984920535604165303
5711,1,10,x^10 + x^9 + 67,2^5 * 3 * 5^2 * 7 * 11 * 17 * 131 * 571 * 1061 * 1724651 * 123382471 * 695653921
5711,1,11,x^11 + x^10 + 26,2 * 5 * 199 * 571 * 2531 * 269026688926579 * 272431339313843711
5711,1,12,x^12 + x^11 + 19,2^6 * 3^2 * 5 * 7 * 13 * 17 * 19 * 79 * 103 * 211 * 571 * 836149 * 2940601 * 16307761 * 361753321
5711,1,13,x^13 + x^12 + 24,2 * 5 * 571 * 918360251251 * 1311018728116545867739816063849243
5711,1,14,x^14 + x^13 + 76,2^5 * 3 * 5 * 7^2 * 17 * 43 * 127 * 463 * 571 * 9689 * 21211 * 218527 * 39804311 * 38046911952037129
5711,1,15,x^15 + x^14 + 7,2 * 5^2 * 19 * 31 * 79 * 103 * 211 * 571 * 439141 * 1724651 * 123382471 * 2849288551 * 29168837166421
5711,1,16,x^16 + x^15 + 29,2^8 * 3 * 5 * 7 * 17 * 97 * 571 * 16307761 * 531886105050721 * 5833048015381981100616032353
5711,1,17,x^17 + x^16 + 45,2 * 5 * 571 * 2381 * 4421 * 121672016069600526928810217655227205098834357406211777
5711,1,18,x^18 + x^17 + 451,2^5 * 3^3 * 5 * 7 * 13 * 17 * 19 * 79 * 103 * 109 * 211 * 571 * 631 * 1549 * 836149 * 6269437 * 10925598781 * 54984920535604165303
5711,1,19,x^19 + x^18 + 34,2 * 5 * 571 * 1787 * 2851 * 8513 * 30059 * 134131394863 * 238883174824883307465946988706646807200077
5711,1,20,x^20 + x^19 + 116,2^6 * 3 * 5^2 * 7 * 11 * 17 * 61 * 131 * 571 * 1061 * 1301 * 1724651 * 16307761 * 123382471 * 695653921 * 14259035046037985150284481
5711,1,21,x^21 + x^20 + 48,2 * 5 * 19 * 43 * 79 * 103 * 211 * 571 * 21211 * 38046911952037129 * 1203565887406017481515688116221548970951811361
5711,2,2,x^4 + x^3 + 62,2^6 * 3 * 5 * 7 * 17 * 571 * 16307761
5711,2,3,x^6 + x^5 + 158,2^5 * 3^2 * 5 * 7 * 13 * 17 * 19 * 79 * 103 * 211 * 571 * 836149
5711,2,4,x^8 + x^7 + 43,2^7 * 3 * 5 * 7 * 17 * 571 * 16307761 * 531886105050721
