p,e,n,poly,factorization
509,1,2,x^2 + x + 2,2^3 * 3 * 5 * 17 * 127
509,1,3,x^3 + x^2 + 2,2^2 * 43 * 127 * 6037
509,1,4,x^4 + x^3 + 53,2^4 * 3 * 5 * 17 * 127 * 281 * 461
509,1,5,x^5 + x^4 + 2,2^2 * 11 * 127 * 6114099671
509,1,6,x^6 + x^5 + 7,2^3 * 3^2 * 5 * 7^2 * 17 * 43 * 127 * 1759 * 6037
509,1,7,x^7 + x^6 + 2,2^2 * 29 * 127 * 2801 * 10333 * 20759803
509,1,8,x^8 + x^7 + 50,2^5 * 3 * 5 * 17 * 127 * 281 * 461 * 6353 * 5282777
509,1,9,x^9 + x^8 + 7,2^2 * 43 * 127 * 6037 * 17390284913300671
509,1,10,x^10 + x^9 + 72,2^3 * 3 * 5^2 * 11 * 17 * 127 * 6114099671 * 13398270181
509,1,11,x^11 + x^10 + 3,2^2 * 23 * 67 * 89 * 127 * 56827 * 150066764334873937
509,1,12,x^12 + x^11 + 69,2^4 * 3^2 * 5 * 7^2 * 13 * 17 * 43 * 61 * 127 * 281 * 349 * 461 * 1759 * 6037 * 242533
509,1,13,x^13 + x^12 + 13,2^2 * 127 * 547 * 1847 * 299925392811731136824905649
509,1,14,x^14 + x^13 + 2,2^3 * 3 * 5 * 17 * 29 * 127 * 2801 * 10333 * 16871 * 20759803 * 1028758590707
509,1,15,x^15 + x^14 + 12,2^2 * 11 * 43 * 127 * 6037 * 27211 * 783931 * 6114099671 * 210797691721
509,1,16,x^16 + x^15 + 79,2^6 * 3 * 5 * 17 * 127 * 281 * 461 * 2833 * 3617 * 6353 * 5282777 * 219845297130401
509,1,17,x^17 + x^16 + 27,2^2 * 127 * 17239 * 1179849241786629104765461727480313298039
509,1,18,x^18 + x^17 + 77,2^3 * 3^3 * 5 * 7^2 * 17 * 19 * 37 * 43 * 73 * 127 * 1759 * 6037 * 112955465809 * 17390284913300671
509,1,19,x^19 + x^18 + 165,2^2 * 127 * 5269557552609774012126516027860901007524165579511
509,1,20,x^20 + x^19 + 131,2^4 * 3 * 5^2 * 11 * 17 * 127 * 281 * 461 * 27361 * 6114099671 * 13398270181 * 164667774614948401
509,1,21,x^21 + x^20 + 3,2^2 * 29 * 43 * 127 * 2801 * 6037 * 10333 * 2172619 * 20759803 * 138923510171919336500056939
509,1,22,x^22 + x^21 + 191,2^3 * 3 * 5 * 17 * 23 * 67 * 89 * 127 * 56827 * 114999259 * 150066764334873937 * 10130488494108643079
509,1,23,x^23 + x^22 + 233,2^2 * 127 * 375009343 * 86670241918551209 * 10882612985216964375290722648689893
509,1,24,x^24 + x^23 + 12,2^5 * 3^2 * 5 * 7^2 * 13 * 17 * 43 * 61 * 97 * 127 * 281 * 337 * 349 * 461 * 1759 * 6037 * 6353 * 42409 * 239329 * 242533 * 5282777 * 13579609
509,1,25,x^25 + x^24 + 18,2^2 * 11 * 127 * 6114099671 * 1362560035493454366927446382858994410777600331570311901
509,1,26,x^26 + x^25 + 75,2^3 * 3 * 5 * 17 * 127 * 547 * 1847 * 244652673149 * 1233704159333927594717 * 299925392811731136824905649
509,1,27,x^27 + x^26 + 2,2^2 * 43 * 109 * 127 * 271 * 6037 * 324395497 * 17390284913300671 * 548844701847893304367115150543479717
509,1,28,x^28 + x^27 + 41,2^4 * 3 * 5 * 17 * 29 * 113 * 127 * 281 * 461 * 2801 * 10333 * 16871 * 20759803 * 1028758590707 * 2676290597311663941834157578857
509,1,29,x^29 + x^28 + 40,2^2 * 127 * 107243 * 51910697 * 1104908109146371671078850028616715633346354363399298301344872791
509,2,2,x^4 + x^3 + 53,2^4 * 3 * 5 * 17 * 127 * 281 * 461
509,2,3,x^6 + x^5 + 7,2^3 * 3^2 * 5 * 7^2 * 17 * 43 * 127 * 1759 * 6037
509,2,4,x^8 + x^7 + 50,2^5 * 3 * 5 * 17 * 127 * 281 * 461 * 6353 * 5282777
