p,r,n,poly,factorization
8387,1,2,x^2 + x + 6,2^3 * 3^2 * 7 * 233 * 599
8387,1,3,x^3 + x^2 + 9,2 * 7 * 599 * 70350157
8387,1,4,x^4 + x^3 + 28,2^4 * 3^2 * 5 * 7 * 233 * 599 * 2113 * 3329
8387,1,5,x^5 + x^4 + 22,2 * 7 * 11 * 599 * 1381 * 325755677231
8387,1,6,x^6 + x^5 + 6,2^3 * 3^3 * 7 * 19 * 73 * 233 * 599 * 16903 * 70350157
8387,1,7,x^7 + x^6 + 23,2 * 7^2 * 547 * 599 * 2647 * 34344115451768599
8387,1,8,x^8 + x^7 + 20,2^5 * 3^2 * 5 * 7 * 233 * 599 * 2113 * 3329 * 21577 * 112097 * 1022849
8387,1,9,x^9 + x^8 + 3,2 * 7 * 523 * 599 * 70350157 * 665484844152280020031
8387,1,10,x^10 + x^9 + 32,2^3 * 3^2 * 7 * 11 * 41 * 233 * 599 * 1021 * 1381 * 118185771481 * 325755677231
8387,1,11,x^11 + x^10 + 16,2 * 7 * 599 * 466926047052167891 * 3688672634437460327087
8387,1,12,x^12 + x^11 + 6,2^4 * 3^3 * 5 * 7 * 13 * 19 * 73 * 233 * 599 * 2113 * 3329 * 16903 * 1020013 * 70350157 * 373144897
8387,1,13,x^13 + x^12 + 35,2 * 7 * 53 * 313 * 599 * 677 * 5669 * 82421 * 23087573385915351896370104639713
8387,1,14,x^14 + x^13 + 50,2^3 * 3^2 * 7^2 * 29 * 43 * 233 * 421 * 547 * 599 * 2647 * 33391 * 1161217 * 17096087 * 34344115451768599
8387,1,15,x^15 + x^14 + 3,2 * 7 * 11 * 599 * 991 * 1381 * 70350157 * 325755677231 * 24701749015078468493793599311
8387,1,16,x^16 + x^15 + 253,2^6 * 3^2 * 5 * 7 * 17 * 233 * 599 * 2113 * 3329 * 21577 * 112097 * 435857 * 1022849 * 49221954337 * 33563817317137
8387,1,17,x^17 + x^16 + 27,2 * 7 * 239 * 599 * 1233929 * 2032684619605427289785888618788056992494176349714188151
8387,1,18,x^18 + x^17 + 21,2^3 * 3^4 * 7 * 19 * 37 * 73 * 233 * 523 * 599 * 1117 * 16903 * 70350157 * 2807137631287655461 * 665484844152280020031
8387,1,19,x^19 + x^18 + 14,2 * 7 * 419 * 599 * 89030265469181240977 * 1130367514669808177949037302206634594731709674879
8387,1,20,x^20 + x^19 + 7,2^4 * 3^2 * 5^2 * 7 * 11 * 41 * 233 * 599 * 1021 * 1381 * 2113 * 3329 * 37441 * 115301 * 64320281 * 118185771481 * 325755677231 * 17634156346241
8387,2,2,x^4 + x^3 + 28,2^4 * 3^2 * 5 * 7 * 233 * 599 * 2113 * 3329
8387,2,3,x^6 + x^5 + 6,2^3 * 3^3 * 7 * 19 * 73 * 233 * 599 * 16903 * 70350157
8387,2,4,x^8 + x^7 + 20,2^5 * 3^2 * 5 * 7 * 233 * 599 * 2113 * 3329 * 21577 * 112097 * 1022849
8387,2,5,x^10 + x^9 + 32,2^3 * 3^2 * 7 * 11 * 41 * 233 * 599 * 1021 * 1381 * 118185771481 * 325755677231
8387,2,6,x^12 + x^11 + 6,2^4 * 3^3 * 5 * 7 * 13 * 19 * 73 * 233 * 599 * 2113 * 3329 * 16903 * 1020013 * 70350157 * 373144897
8387,2,7,x^14 + x^13 + 50,2^3 * 3^2 * 7^2 * 29 * 43 * 233 * 421 * 547 * 599 * 2647 * 33391 * 1161217 * 17096087 * 34344115451768599
8387,2,8,x^16 + x^15 + 253,2^6 * 3^2 * 5 * 7 * 17 * 233 * 599 * 2113 * 3329 * 21577 * 112097 * 435857 * 1022849 * 49221954337 * 33563817317137
8387,2,9,x^18 + x^17 + 21,2^3 * 3^4 * 7 * 19 * 37 * 73 * 233 * 523 * 599 * 1117 * 16903 * 70350157 * 2807137631287655461 * 665484844152280020031
8387,2,10,x^20 + x^19 + 7,2^4 * 3^2 * 5^2 * 7 * 11 * 41 * 233 * 599 * 1021 * 1381 * 2113 * 3329 * 37441 * 115301 * 64320281 * 118185771481 * 325755677231 * 17634156346241
8387,3,2,x^6 + x^5 + 6,2^3 * 3^3 * 7 * 19 * 73 * 233 * 599 * 16903 * 70350157
8387,3,3,x^9 + x^8 + 3,2 * 7 * 523 * 599 * 70350157 * 665484844152280020031
8387,3,4,x^12 + x^11 + 6,2^4 * 3^3 * 5 * 7 * 13 * 19 * 73 * 233 * 599 * 2113 * 3329 * 16903 * 1020013 * 70350157 * 373144897
8387,3,5,x^15 + x^14 + 3,2 * 7 * 11 * 599 * 991 * 1381 * 70350157 * 325755677231 * 24701749015078468493793599311
8387,3,6,x^18 + x^17 + 21,2^3 * 3^4 * 7 * 19 * 37 * 73 * 233 * 523 * 599 * 1117 * 16903 * 70350157 * 2807137631287655461 * 665484844152280020031
8387,4,2,x^8 + x^7 + 20,2^5 * 3^2 * 5 * 7 * 233 * 599 * 2113 * 3329 * 21577 * 112097 * 1022849
8387,4,3,x^12 + x^11 + 6,2^4 * 3^3 * 5 * 7 * 13 * 19 * 73 * 233 * 599 * 2113 * 3329 * 16903 * 1020013 * 70350157 * 373144897
8387,4,4,x^16 + x^15 + 253,2^6 * 3^2 * 5 * 7 * 17 * 233 * 599 * 2113 * 3329 * 21577 * 112097 * 435857 * 1022849 * 49221954337 * 33563817317137
8387,4,5,x^20 + x^19 + 7,2^4 * 3^2 * 5^2 * 7 * 11 * 41 * 233 * 599 * 1021 * 1381 * 2113 * 3329 * 37441 * 115301 * 64320281 * 118185771481 * 325755677231 * 17634156346241
8387,5,2,x^10 + x^9 + 32,2^3 * 3^2 * 7 * 11 * 41 * 233 * 599 * 1021 * 1381 * 118185771481 * 325755677231
8387,5,3,x^15 + x^14 + 3,2 * 7 * 11 * 599 * 991 * 1381 * 70350157 * 325755677231 * 24701749015078468493793599311
8387,5,4,x^20 + x^19 + 7,2^4 * 3^2 * 5^2 * 7 * 11 * 41 * 233 * 599 * 1021 * 1381 * 2113 * 3329 * 37441 * 115301 * 64320281 * 118185771481 * 325755677231 * 17634156346241
8387,6,2,x^12 + x^11 + 6,2^4 * 3^3 * 5 * 7 * 13 * 19 * 73 * 233 * 599 * 2113 * 3329 * 16903 * 1020013 * 70350157 * 373144897
8387,6,3,x^18 + x^17 + 21,2^3 * 3^4 * 7 * 19 * 37 * 73 * 233 * 523 * 599 * 1117 * 16903 * 70350157 * 2807137631287655461 * 665484844152280020031
8387,7,2,x^14 + x^13 + 50,2^3 * 3^2 * 7^2 * 29 * 43 * 233 * 421 * 547 * 599 * 2647 * 33391 * 1161217 * 17096087 * 34344115451768599
8387,8,2,x^16 + x^15 + 253,2^6 * 3^2 * 5 * 7 * 17 * 233 * 599 * 2113 * 3329 * 21577 * 112097 * 435857 * 1022849 * 49221954337 * 33563817317137
8387,9,2,x^18 + x^17 + 21,2^3 * 3^4 * 7 * 19 * 37 * 73 * 233 * 523 * 599 * 1117 * 16903 * 70350157 * 2807137631287655461 * 665484844152280020031
8387,10,2,x^20 + x^19 + 7,2^4 * 3^2 * 5^2 * 7 * 11 * 41 * 233 * 599 * 1021 * 1381 * 2113 * 3329 * 37441 * 115301 * 64320281 * 118185771481 * 325755677231 * 17634156346241
