p,r,n,poly,factorization
1301,1,2,x^2 + x + 10,2^3 * 3 * 5^2 * 7 * 13 * 31
1301,1,3,x^3 + x^2 + 10,2^2 * 5^2 * 13 * 997 * 1699
1301,1,4,x^4 + x^3 + 10,2^4 * 3 * 5^2 * 7 * 13 * 31 * 37 * 89 * 257
1301,1,5,x^5 + x^4 + 3,2^2 * 5^3 * 11 * 13 * 61 * 854575831
1301,1,6,x^6 + x^5 + 50,2^3 * 3^2 * 5^2 * 7 * 13 * 31 * 199 * 997 * 1699 * 2833
1301,1,7,x^7 + x^6 + 2,2^2 * 5^2 * 13 * 29 * 43 * 58735811 * 66256471
1301,1,8,x^8 + x^7 + 3,2^5 * 3 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 233 * 257 * 401 * 901841
1301,1,9,x^9 + x^8 + 33,2^2 * 5^2 * 13 * 19 * 997 * 1699 * 6866659 * 37167615343
1301,1,10,x^10 + x^9 + 38,2^3 * 3 * 5^3 * 7 * 11 * 13 * 31 * 61 * 26711 * 107172991 * 854575831
1301,1,11,x^11 + x^10 + 8,2^2 * 5^2 * 13 * 23 * 6491 * 93125252803846423904024227
1301,1,12,x^12 + x^11 + 97,2^4 * 3^2 * 5^2 * 7 * 13 * 31 * 37 * 89 * 199 * 257 * 997 * 1429 * 1699 * 2833 * 2004826069
1301,1,13,x^13 + x^12 + 28,2^2 * 5^2 * 13^2 * 1879931 * 962889035193706232035897931771
1301,1,14,x^14 + x^13 + 203,2^3 * 3 * 5^2 * 7^2 * 13 * 29 * 31 * 43 * 71 * 1051 * 142619 * 58735811 * 65041957 * 66256471
1301,1,15,x^15 + x^14 + 2,2^2 * 5^3 * 11 * 13 * 61 * 997 * 1699 * 854575831 * 2839602331 * 2888197611028771
1301,1,16,x^16 + x^15 + 3,2^6 * 3 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 193 * 233 * 257 * 401 * 56113 * 901841 * 378937494759885889
1301,1,17,x^17 + x^16 + 15,2^2 * 5^2 * 13 * 6427 * 1954514797792435051 * 5366899050916085279310980521
1301,1,18,x^18 + x^17 + 3,2^3 * 3^3 * 5^2 * 7 * 13 * 19 * 31 * 199 * 997 * 1699 * 2833 * 6866659 * 37167615343 * 1616376487754427967
1301,1,19,x^19 + x^18 + 72,2^2 * 5^2 * 13 * 1137911 * 3919190426824649 * 25587073758109361381268259419588721
1301,1,20,x^20 + x^19 + 524,2^4 * 3 * 5^3 * 7 * 11 * 13 * 31 * 37 * 61 * 89 * 257 * 26711 * 786881 * 107172991 * 372189581 * 854575831 * 28024949941
1301,1,21,x^21 + x^20 + 18,2^2 * 5^2 * 13 * 29 * 43 * 997 * 1093 * 1699 * 42841 * 58735811 * 66256471 * 104106612877 * 4819872347004330001
1301,1,22,x^22 + x^21 + 170,2^3 * 3 * 5^2 * 7 * 13 * 23 * 31 * 6491 * 107526930062729 * 129098748222905869 * 93125252803846423904024227
1301,1,23,x^23 + x^22 + 18,2^2 * 5^2 * 13 * 47 * 599 * 3727 * 153061139359 * 152569836714731 * 133418720769158111370822970810778777
1301,1,24,x^24 + x^23 + 97,2^5 * 3^2 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 199 * 233 * 257 * 401 * 457 * 997 * 1429 * 1699 * 2833 * 901841 * 2004826069 * 17959827970182199521193
1301,1,25,x^25 + x^24 + 103,2^2 * 5^4 * 11 * 13 * 61 * 701 * 6451 * 252220901 * 467904851 * 854575831 * 72325633530351946607295044716773147601
1301,2,2,x^4 + x^3 + 10,2^4 * 3 * 5^2 * 7 * 13 * 31 * 37 * 89 * 257
1301,2,3,x^6 + x^5 + 50,2^3 * 3^2 * 5^2 * 7 * 13 * 31 * 199 * 997 * 1699 * 2833
1301,2,4,x^8 + x^7 + 3,2^5 * 3 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 233 * 257 * 401 * 901841
1301,2,5,x^10 + x^9 + 38,2^3 * 3 * 5^3 * 7 * 11 * 13 * 31 * 61 * 26711 * 107172991 * 854575831
1301,2,6,x^12 + x^11 + 97,2^4 * 3^2 * 5^2 * 7 * 13 * 31 * 37 * 89 * 199 * 257 * 997 * 1429 * 1699 * 2833 * 2004826069
1301,2,7,x^14 + x^13 + 203,2^3 * 3 * 5^2 * 7^2 * 13 * 29 * 31 * 43 * 71 * 1051 * 142619 * 58735811 * 65041957 * 66256471
1301,2,8,x^16 + x^15 + 3,2^6 * 3 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 193 * 233 * 257 * 401 * 56113 * 901841 * 378937494759885889
1301,2,9,x^18 + x^17 + 3,2^3 * 3^3 * 5^2 * 7 * 13 * 19 * 31 * 199 * 997 * 1699 * 2833 * 6866659 * 37167615343 * 1616376487754427967
1301,2,10,x^20 + x^19 + 524,2^4 * 3 * 5^3 * 7 * 11 * 13 * 31 * 37 * 61 * 89 * 257 * 26711 * 786881 * 107172991 * 372189581 * 854575831 * 28024949941
1301,2,11,x^22 + x^21 + 170,2^3 * 3 * 5^2 * 7 * 13 * 23 * 31 * 6491 * 107526930062729 * 129098748222905869 * 93125252803846423904024227
1301,2,12,x^24 + x^23 + 97,2^5 * 3^2 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 199 * 233 * 257 * 401 * 457 * 997 * 1429 * 1699 * 2833 * 901841 * 2004826069 * 17959827970182199521193
1301,3,2,x^6 + x^5 + 50,2^3 * 3^2 * 5^2 * 7 * 13 * 31 * 199 * 997 * 1699 * 2833
1301,3,3,x^9 + x^8 + 33,2^2 * 5^2 * 13 * 19 * 997 * 1699 * 6866659 * 37167615343
1301,3,4,x^12 + x^11 + 97,2^4 * 3^2 * 5^2 * 7 * 13 * 31 * 37 * 89 * 199 * 257 * 997 * 1429 * 1699 * 2833 * 2004826069
1301,3,5,x^15 + x^14 + 2,2^2 * 5^3 * 11 * 13 * 61 * 997 * 1699 * 854575831 * 2839602331 * 2888197611028771
1301,3,6,x^18 + x^17 + 3,2^3 * 3^3 * 5^2 * 7 * 13 * 19 * 31 * 199 * 997 * 1699 * 2833 * 6866659 * 37167615343 * 1616376487754427967
1301,3,7,x^21 + x^20 + 18,2^2 * 5^2 * 13 * 29 * 43 * 997 * 1093 * 1699 * 42841 * 58735811 * 66256471 * 104106612877 * 4819872347004330001
1301,3,8,x^24 + x^23 + 97,2^5 * 3^2 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 199 * 233 * 257 * 401 * 457 * 997 * 1429 * 1699 * 2833 * 901841 * 2004826069 * 17959827970182199521193
1301,4,2,x^8 + x^7 + 3,2^5 * 3 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 233 * 257 * 401 * 901841
1301,4,3,x^12 + x^11 + 97,2^4 * 3^2 * 5^2 * 7 * 13 * 31 * 37 * 89 * 199 * 257 * 997 * 1429 * 1699 * 2833 * 2004826069
1301,4,4,x^16 + x^15 + 3,2^6 * 3 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 193 * 233 * 257 * 401 * 56113 * 901841 * 378937494759885889
1301,4,5,x^20 + x^19 + 524,2^4 * 3 * 5^3 * 7 * 11 * 13 * 31 * 37 * 61 * 89 * 257 * 26711 * 786881 * 107172991 * 372189581 * 854575831 * 28024949941
1301,4,6,x^24 + x^23 + 97,2^5 * 3^2 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 199 * 233 * 257 * 401 * 457 * 997 * 1429 * 1699 * 2833 * 901841 * 2004826069 * 17959827970182199521193
1301,5,2,x^10 + x^9 + 38,2^3 * 3 * 5^3 * 7 * 11 * 13 * 31 * 61 * 26711 * 107172991 * 854575831
1301,5,3,x^15 + x^14 + 2,2^2 * 5^3 * 11 * 13 * 61 * 997 * 1699 * 854575831 * 2839602331 * 2888197611028771
1301,5,4,x^20 + x^19 + 524,2^4 * 3 * 5^3 * 7 * 11 * 13 * 31 * 37 * 61 * 89 * 257 * 26711 * 786881 * 107172991 * 372189581 * 854575831 * 28024949941
1301,5,5,x^25 + x^24 + 103,2^2 * 5^4 * 11 * 13 * 61 * 701 * 6451 * 252220901 * 467904851 * 854575831 * 72325633530351946607295044716773147601
1301,6,2,x^12 + x^11 + 97,2^4 * 3^2 * 5^2 * 7 * 13 * 31 * 37 * 89 * 199 * 257 * 997 * 1429 * 1699 * 2833 * 2004826069
1301,6,3,x^18 + x^17 + 3,2^3 * 3^3 * 5^2 * 7 * 13 * 19 * 31 * 199 * 997 * 1699 * 2833 * 6866659 * 37167615343 * 1616376487754427967
1301,6,4,x^24 + x^23 + 97,2^5 * 3^2 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 199 * 233 * 257 * 401 * 457 * 997 * 1429 * 1699 * 2833 * 901841 * 2004826069 * 17959827970182199521193
1301,7,2,x^14 + x^13 + 203,2^3 * 3 * 5^2 * 7^2 * 13 * 29 * 31 * 43 * 71 * 1051 * 142619 * 58735811 * 65041957 * 66256471
1301,7,3,x^21 + x^20 + 18,2^2 * 5^2 * 13 * 29 * 43 * 997 * 1093 * 1699 * 42841 * 58735811 * 66256471 * 104106612877 * 4819872347004330001
1301,8,2,x^16 + x^15 + 3,2^6 * 3 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 193 * 233 * 257 * 401 * 56113 * 901841 * 378937494759885889
1301,8,3,x^24 + x^23 + 97,2^5 * 3^2 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 199 * 233 * 257 * 401 * 457 * 997 * 1429 * 1699 * 2833 * 901841 * 2004826069 * 17959827970182199521193
1301,9,2,x^18 + x^17 + 3,2^3 * 3^3 * 5^2 * 7 * 13 * 19 * 31 * 199 * 997 * 1699 * 2833 * 6866659 * 37167615343 * 1616376487754427967
1301,10,2,x^20 + x^19 + 524,2^4 * 3 * 5^3 * 7 * 11 * 13 * 31 * 37 * 61 * 89 * 257 * 26711 * 786881 * 107172991 * 372189581 * 854575831 * 28024949941
1301,11,2,x^22 + x^21 + 170,2^3 * 3 * 5^2 * 7 * 13 * 23 * 31 * 6491 * 107526930062729 * 129098748222905869 * 93125252803846423904024227
1301,12,2,x^24 + x^23 + 97,2^5 * 3^2 * 5^2 * 7 * 13 * 17 * 31 * 37 * 89 * 199 * 233 * 257 * 401 * 457 * 997 * 1429 * 1699 * 2833 * 901841 * 2004826069 * 17959827970182199521193
