p,r,n,poly,factorization
1759,1,2,x^2 + x + 28,2^6 * 3 * 5 * 11 * 293
1759,1,3,x^3 + x^2 + 11,2 * 3^2 * 7 * 19 * 293 * 7759
1759,1,4,x^4 + x^3 + 30,2^7 * 3 * 5 * 11 * 197 * 293 * 7853
1759,1,5,x^5 + x^4 + 10,2 * 3 * 41 * 211 * 293 * 1107245731
1759,1,6,x^6 + x^5 + 6,2^6 * 3^2 * 5 * 7 * 11 * 13 * 19 * 127 * 293 * 1873 * 7759
1759,1,7,x^7 + x^6 + 13,2 * 3 * 293 * 421 * 967 * 369419 * 197067137
1759,1,8,x^8 + x^7 + 28,2^8 * 3 * 5 * 11 * 17 * 197 * 293 * 7853 * 281568742193
1759,1,9,x^9 + x^8 + 90,2 * 3^3 * 7 * 19 * 293 * 433 * 7759 * 22802679637790779
1759,1,10,x^10 + x^9 + 30,2^6 * 3 * 5^2 * 11 * 31 * 41 * 211 * 293 * 1107245731 * 61728373151
1759,1,11,x^11 + x^10 + 20,2 * 3 * 293 * 2499163185151403 * 113530028946602467
1759,1,12,x^12 + x^11 + 12,2^7 * 3^2 * 5 * 7 * 11 * 13 * 19 * 127 * 197 * 293 * 1873 * 7759 * 7853 * 9573334140481
1759,1,13,x^13 + x^12 + 2,2 * 3 * 53 * 79 * 293 * 209668931181244813131777433542529043
1759,1,14,x^14 + x^13 + 83,2^6 * 3 * 5 * 11 * 43 * 113 * 293 * 421 * 967 * 369419 * 2763601 * 197067137 * 2204580533
1759,1,15,x^15 + x^14 + 34,2 * 3^2 * 7 * 19 * 41 * 211 * 293 * 6301 * 7759 * 1107245731 * 1831582141 * 7936771317721
1759,1,16,x^16 + x^15 + 209,2^9 * 3 * 5 * 11 * 17 * 197 * 293 * 7853 * 13729 * 45953 * 9607921 * 7559873393 * 281568742193
1759,1,17,x^17 + x^16 + 4,2 * 3 * 103 * 137 * 293 * 4569364474134425404039 * 130342728319045519302031849
1759,1,18,x^18 + x^17 + 103,2^6 * 3^3 * 5 * 7 * 11 * 13 * 19 * 127 * 293 * 433 * 1873 * 7759 * 101377 * 292183442384419 * 22802679637790779
1759,1,19,x^19 + x^18 + 18,2 * 3 * 293 * 26003516298000875751720547086316205075455650627651408905761
1759,1,20,x^20 + x^19 + 6,2^7 * 3 * 5^2 * 11 * 31 * 41 * 197 * 211 * 293 * 7853 * 96661 * 426061 * 617801 * 1107245731 * 3602092841 * 61728373151
1759,1,21,x^21 + x^20 + 18,2 * 3^2 * 7^2 * 19 * 293 * 421 * 967 * 7759 * 369419 * 197067137 * 665369832629041 * 188270362342354233368743
1759,1,22,x^22 + x^21 + 101,2^6 * 3 * 5 * 11^2 * 23 * 293 * 2499163185151403 * 113530028946602467 * 1120188332884777402651585908487
1759,1,23,x^23 + x^22 + 32,2 * 3 * 139 * 293 * 19308941875666133 * 92751760435578723036754226178836808977454236692725943
1759,1,24,x^24 + x^23 + 91,2^8 * 3^2 * 5 * 7 * 11 * 13 * 17 * 19 * 73 * 127 * 197 * 293 * 1873 * 7759 * 7853 * 6826199761 * 281568742193 * 9573334140481 * 183918265392937
1759,2,2,x^4 + x^3 + 30,2^7 * 3 * 5 * 11 * 197 * 293 * 7853
1759,2,3,x^6 + x^5 + 6,2^6 * 3^2 * 5 * 7 * 11 * 13 * 19 * 127 * 293 * 1873 * 7759
1759,2,4,x^8 + x^7 + 28,2^8 * 3 * 5 * 11 * 17 * 197 * 293 * 7853 * 281568742193
1759,2,5,x^10 + x^9 + 30,2^6 * 3 * 5^2 * 11 * 31 * 41 * 211 * 293 * 1107245731 * 61728373151
1759,2,6,x^12 + x^11 + 12,2^7 * 3^2 * 5 * 7 * 11 * 13 * 19 * 127 * 197 * 293 * 1873 * 7759 * 7853 * 9573334140481
1759,2,7,x^14 + x^13 + 83,2^6 * 3 * 5 * 11 * 43 * 113 * 293 * 421 * 967 * 369419 * 2763601 * 197067137 * 2204580533
1759,2,8,x^16 + x^15 + 209,2^9 * 3 * 5 * 11 * 17 * 197 * 293 * 7853 * 13729 * 45953 * 9607921 * 7559873393 * 281568742193
1759,2,9,x^18 + x^17 + 103,2^6 * 3^3 * 5 * 7 * 11 * 13 * 19 * 127 * 293 * 433 * 1873 * 7759 * 101377 * 292183442384419 * 22802679637790779
1759,2,10,x^20 + x^19 + 6,2^7 * 3 * 5^2 * 11 * 31 * 41 * 197 * 211 * 293 * 7853 * 96661 * 426061 * 617801 * 1107245731 * 3602092841 * 61728373151
1759,2,11,x^22 + x^21 + 101,2^6 * 3 * 5 * 11^2 * 23 * 293 * 2499163185151403 * 113530028946602467 * 1120188332884777402651585908487
1759,2,12,x^24 + x^23 + 91,2^8 * 3^2 * 5 * 7 * 11 * 13 * 17 * 19 * 73 * 127 * 197 * 293 * 1873 * 7759 * 7853 * 6826199761 * 281568742193 * 9573334140481 * 183918265392937
1759,3,2,x^6 + x^5 + 6,2^6 * 3^2 * 5 * 7 * 11 * 13 * 19 * 127 * 293 * 1873 * 7759
1759,3,3,x^9 + x^8 + 90,2 * 3^3 * 7 * 19 * 293 * 433 * 7759 * 22802679637790779
1759,3,4,x^12 + x^11 + 12,2^7 * 3^2 * 5 * 7 * 11 * 13 * 19 * 127 * 197 * 293 * 1873 * 7759 * 7853 * 9573334140481
1759,3,5,x^15 + x^14 + 34,2 * 3^2 * 7 * 19 * 41 * 211 * 293 * 6301 * 7759 * 1107245731 * 1831582141 * 7936771317721
1759,3,6,x^18 + x^17 + 103,2^6 * 3^3 * 5 * 7 * 11 * 13 * 19 * 127 * 293 * 433 * 1873 * 7759 * 101377 * 292183442384419 * 22802679637790779
1759,3,7,x^21 + x^20 + 18,2 * 3^2 * 7^2 * 19 * 293 * 421 * 967 * 7759 * 369419 * 197067137 * 665369832629041 * 188270362342354233368743
1759,3,8,x^24 + x^23 + 91,2^8 * 3^2 * 5 * 7 * 11 * 13 * 17 * 19 * 73 * 127 * 197 * 293 * 1873 * 7759 * 7853 * 6826199761 * 281568742193 * 9573334140481 * 183918265392937
1759,4,2,x^8 + x^7 + 28,2^8 * 3 * 5 * 11 * 17 * 197 * 293 * 7853 * 281568742193
1759,4,3,x^12 + x^11 + 12,2^7 * 3^2 * 5 * 7 * 11 * 13 * 19 * 127 * 197 * 293 * 1873 * 7759 * 7853 * 9573334140481
1759,4,4,x^16 + x^15 + 209,2^9 * 3 * 5 * 11 * 17 * 197 * 293 * 7853 * 13729 * 45953 * 9607921 * 7559873393 * 281568742193
