p,e,n,poly,factorization
673,1,2,x^2 + x + 5,2^6 * 3 * 7 * 337
673,1,3,x^3 + x^2 + 20,2^5 * 3^2 * 7 * 151201
673,1,4,x^4 + x^3 + 5,2^7 * 3 * 5 * 7 * 337 * 45293
673,1,5,x^5 + x^4 + 5,2^5 * 3 * 7 * 421 * 2531 * 192811
673,1,6,x^6 + x^5 + 11,2^6 * 3^2 * 7 * 13 * 19 * 337 * 1831 * 151201
673,1,7,x^7 + x^6 + 20,2^5 * 3 * 7^2 * 88709167 * 149854447
673,1,8,x^8 + x^7 + 158,2^8 * 3 * 5 * 7 * 337 * 45293 * 59417 * 1726313
673,1,9,x^9 + x^8 + 19,2^5 * 3^3 * 7 * 37 * 73 * 757 * 151201 * 15147768817
673,1,10,x^10 + x^9 + 11,2^6 * 3 * 7 * 11 * 337 * 421 * 2531 * 192811 * 18621846371
673,1,11,x^11 + x^10 + 101,2^5 * 3 * 7 * 23 * 991 * 20021 * 41832052827966414311
673,1,12,x^12 + x^11 + 132,2^7 * 3^2 * 5 * 7 * 13 * 19 * 97 * 337 * 1831 * 25717 * 45293 * 82237 * 151201
673,1,13,x^13 + x^12 + 31,2^5 * 3 * 7 * 1251524428753 * 6908555180220756335677
673,1,14,x^14 + x^13 + 88,2^6 * 3 * 7^2 * 29 * 71 * 211 * 239 * 337 * 1429 * 625283 * 88709167 * 149854447
673,1,15,x^15 + x^14 + 210,2^5 * 3^2 * 7 * 421 * 661 * 751 * 2531 * 151201 * 192811 * 697141 * 121426283431
673,1,16,x^16 + x^15 + 61,2^9 * 3 * 5 * 7 * 17 * 337 * 45293 * 59417 * 1726313 * 1237774686436320725873
673,1,17,x^17 + x^16 + 90,2^5 * 3 * 7 * 243101 * 675071 * 10808131541058781762828515811979771
673,1,18,x^18 + x^17 + 40,2^6 * 3^3 * 7 * 13 * 19 * 37 * 73 * 337 * 757 * 1831 * 151201 * 2774557 * 15147768817 * 33488579989
673,1,19,x^19 + x^18 + 34,2^5 * 3 * 7 * 803372473647509302428002115170516353259089422238963
673,1,20,x^20 + x^19 + 31,2^7 * 3 * 5^2 * 7 * 11 * 337 * 421 * 2531 * 45293 * 192811 * 18621846371 * 8416849284613143108941
673,1,21,x^21 + x^20 + 47,2^5 * 3^2 * 7^2 * 127 * 547 * 111427 * 151201 * 194083 * 88709167 * 149854447 * 5738072075554393261
673,1,22,x^22 + x^21 + 188,2^6 * 3 * 7 * 23 * 67 * 89 * 337 * 991 * 20021 * 41832052827966414311 * 3191839173892970799290819
673,1,23,x^23 + x^22 + 5,2^5 * 3 * 7 * 103409 * 174420604131571261 * 4542626403850880777 * 2011472309968638229211
673,1,24,x^24 + x^23 + 35,2^8 * 3^2 * 5 * 7 * 13 * 19 * 97 * 337 * 1831 * 25717 * 45293 * 59417 * 82237 * 151201 * 1726313 * 42084339338629760000641
673,1,25,x^25 + x^24 + 221,2^5 * 3 * 7 * 421 * 2531 * 192811 * 367959639336851 * 987418136665031927488117552976085281482951
673,1,26,x^26 + x^25 + 5,2^6 * 3 * 7 * 53 * 79 * 131 * 337 * 810449537 * 1251524428753 * 19392584984683803569 * 6908555180220756335677
673,1,27,x^27 + x^26 + 35,2^5 * 3^4 * 7 * 37 * 73 * 163 * 379 * 757 * 151201 * 739898227 * 15147768817 * 5849935804764441140132057229812303659
673,1,28,x^28 + x^27 + 82,2^7 * 3 * 5 * 7^2 * 29 * 71 * 211 * 239 * 337 * 1429 * 45293 * 625283 * 2791097 * 88709167 * 149854447 * 960144635353 * 3221574820243697
673,2,2,x^4 + x^3 + 5,2^7 * 3 * 5 * 7 * 337 * 45293
673,2,3,x^6 + x^5 + 11,2^6 * 3^2 * 7 * 13 * 19 * 337 * 1831 * 151201
673,2,4,x^8 + x^7 + 158,2^8 * 3 * 5 * 7 * 337 * 45293 * 59417 * 1726313
673,2,5,x^10 + x^9 + 11,2^6 * 3 * 7 * 11 * 337 * 421 * 2531 * 192811 * 18621846371
673,2,6,x^12 + x^11 + 132,2^7 * 3^2 * 5 * 7 * 13 * 19 * 97 * 337 * 1831 * 25717 * 45293 * 82237 * 151201
673,2,7,x^14 + x^13 + 88,2^6 * 3 * 7^2 * 29 * 71 * 211 * 239 * 337 * 1429 * 625283 * 88709167 * 149854447
673,2,8,x^16 + x^15 + 61,2^9 * 3 * 5 * 7 * 17 * 337 * 45293 * 59417 * 1726313 * 1237774686436320725873
673,2,9,x^18 + x^17 + 40,2^6 * 3^3 * 7 * 13 * 19 * 37 * 73 * 337 * 757 * 1831 * 151201 * 2774557 * 15147768817 * 33488579989
673,2,10,x^20 + x^19 + 31,2^7 * 3 * 5^2 * 7 * 11 * 337 * 421 * 2531 * 45293 * 192811 * 18621846371 * 8416849284613143108941
673,2,11,x^22 + x^21 + 188,2^6 * 3 * 7 * 23 * 67 * 89 * 337 * 991 * 20021 * 41832052827966414311 * 3191839173892970799290819
673,2,12,x^24 + x^23 + 35,2^8 * 3^2 * 5 * 7 * 13 * 19 * 97 * 337 * 1831 * 25717 * 45293 * 59417 * 82237 * 151201 * 1726313 * 42084339338629760000641
673,2,13,x^26 + x^25 + 5,2^6 * 3 * 7 * 53 * 79 * 131 * 337 * 810449537 * 1251524428753 * 19392584984683803569 * 6908555180220756335677
673,2,14,x^28 + x^27 + 82,2^7 * 3 * 5 * 7^2 * 29 * 71 * 211 * 239 * 337 * 1429 * 45293 * 625283 * 2791097 * 88709167 * 149854447 * 960144635353 * 3221574820243697
673,3,2,x^6 + x^5 + 11,2^6 * 3^2 * 7 * 13 * 19 * 337 * 1831 * 151201
673,3,3,x^9 + x^8 + 19,2^5 * 3^3 * 7 * 37 * 73 * 757 * 151201 * 15147768817
673,3,4,x^12 + x^11 + 132,2^7 * 3^2 * 5 * 7 * 13 * 19 * 97 * 337 * 1831 * 25717 * 45293 * 82237 * 151201
673,3,5,x^15 + x^14 + 210,2^5 * 3^2 * 7 * 421 * 661 * 751 * 2531 * 151201 * 192811 * 697141 * 121426283431
673,3,6,x^18 + x^17 + 40,2^6 * 3^3 * 7 * 13 * 19 * 37 * 73 * 337 * 757 * 1831 * 151201 * 2774557 * 15147768817 * 33488579989
673,3,7,x^21 + x^20 + 47,2^5 * 3^2 * 7^2 * 127 * 547 * 111427 * 151201 * 194083 * 88709167 * 149854447 * 5738072075554393261
673,3,8,x^24 + x^23 + 35,2^8 * 3^2 * 5 * 7 * 13 * 19 * 97 * 337 * 1831 * 25717 * 45293 * 59417 * 82237 * 151201 * 1726313 * 42084339338629760000641
673,3,9,x^27 + x^26 + 35,2^5 * 3^4 * 7 * 37 * 73 * 163 * 379 * 757 * 151201 * 739898227 * 15147768817 * 5849935804764441140132057229812303659
673,4,2,x^8 + x^7 + 158,2^8 * 3 * 5 * 7 * 337 * 45293 * 59417 * 1726313
673,4,3,x^12 + x^11 + 132,2^7 * 3^2 * 5 * 7 * 13 * 19 * 97 * 337 * 1831 * 25717 * 45293 * 82237 * 151201
673,4,4,x^16 + x^15 + 61,2^9 * 3 * 5 * 7 * 17 * 337 * 45293 * 59417 * 1726313 * 1237774686436320725873
673,4,5,x^20 + x^19 + 31,2^7 * 3 * 5^2 * 7 * 11 * 337 * 421 * 2531 * 45293 * 192811 * 18621846371 * 8416849284613143108941
673,4,6,x^24 + x^23 + 35,2^8 * 3^2 * 5 * 7 * 13 * 19 * 97 * 337 * 1831 * 25717 * 45293 * 59417 * 82237 * 151201 * 1726313 * 42084339338629760000641
673,4,7,x^28 + x^27 + 82,2^7 * 3 * 5 * 7^2 * 29 * 71 * 211 * 239 * 337 * 1429 * 45293 * 625283 * 2791097 * 88709167 * 149854447 * 960144635353 * 3221574820243697
673,5,2,x^10 + x^9 + 11,2^6 * 3 * 7 * 11 * 337 * 421 * 2531 * 192811 * 18621846371
673,5,3,x^15 + x^14 + 210,2^5 * 3^2 * 7 * 421 * 661 * 751 * 2531 * 151201 * 192811 * 697141 * 121426283431
673,5,4,x^20 + x^19 + 31,2^7 * 3 * 5^2 * 7 * 11 * 337 * 421 * 2531 * 45293 * 192811 * 18621846371 * 8416849284613143108941
673,5,5,x^25 + x^24 + 221,2^5 * 3 * 7 * 421 * 2531 * 192811 * 367959639336851 * 987418136665031927488117552976085281482951
673,6,2,x^12 + x^11 + 132,2^7 * 3^2 * 5 * 7 * 13 * 19 * 97 * 337 * 1831 * 25717 * 45293 * 82237 * 151201
673,6,3,x^18 + x^17 + 40,2^6 * 3^3 * 7 * 13 * 19 * 37 * 73 * 337 * 757 * 1831 * 151201 * 2774557 * 15147768817 * 33488579989
673,6,4,x^24 + x^23 + 35,2^8 * 3^2 * 5 * 7 * 13 * 19 * 97 * 337 * 1831 * 25717 * 45293 * 59417 * 82237 * 151201 * 1726313 * 42084339338629760000641
673,7,2,x^14 + x^13 + 88,2^6 * 3 * 7^2 * 29 * 71 * 211 * 239 * 337 * 1429 * 625283 * 88709167 * 149854447
673,7,3,x^21 + x^20 + 47,2^5 * 3^2 * 7^2 * 127 * 547 * 111427 * 151201 * 194083 * 88709167 * 149854447 * 5738072075554393261
673,7,4,x^28 + x^27 + 82,2^7 * 3 * 5 * 7^2 * 29 * 71 * 211 * 239 * 337 * 1429 * 45293 * 625283 * 2791097 * 88709167 * 149854447 * 960144635353 * 3221574820243697
673,8,2,x^16 + x^15 + 61,2^9 * 3 * 5 * 7 * 17 * 337 * 45293 * 59417 * 1726313 * 1237774686436320725873
673,8,3,x^24 + x^23 + 35,2^8 * 3^2 * 5 * 7 * 13 * 19 * 97 * 337 * 1831 * 25717 * 45293 * 59417 * 82237 * 151201 * 1726313 * 42084339338629760000641
673,9,2,x^18 + x^17 + 40,2^6 * 3^3 * 7 * 13 * 19 * 37 * 73 * 337 * 757 * 1831 * 151201 * 2774557 * 15147768817 * 33488579989
673,9,3,x^27 + x^26 + 35,2^5 * 3^4 * 7 * 37 * 73 * 163 * 379 * 757 * 151201 * 739898227 * 15147768817 * 5849935804764441140132057229812303659
673,10,2,x^20 + x^19 + 31,2^7 * 3 * 5^2 * 7 * 11 * 337 * 421 * 2531 * 45293 * 192811 * 18621846371 * 8416849284613143108941
673,11,2,x^22 + x^21 + 188,2^6 * 3 * 7 * 23 * 67 * 89 * 337 * 991 * 20021 * 41832052827966414311 * 3191839173892970799290819
673,12,2,x^24 + x^23 + 35,2^8 * 3^2 * 5 * 7 * 13 * 19 * 97 * 337 * 1831 * 25717 * 45293 * 59417 * 82237 * 151201 * 1726313 * 42084339338629760000641
673,13,2,x^26 + x^25 + 5,2^6 * 3 * 7 * 53 * 79 * 131 * 337 * 810449537 * 1251524428753 * 19392584984683803569 * 6908555180220756335677
673,14,2,x^28 + x^27 + 82,2^7 * 3 * 5 * 7^2 * 29 * 71 * 211 * 239 * 337 * 1429 * 45293 * 625283 * 2791097 * 88709167 * 149854447 * 960144635353 * 3221574820243697
