p,e,n,poly,factorization
1429,1,2,x^2 + x + 33,2^3 * 3 * 5 * 7 * 11 * 13 * 17
1429,1,3,x^3 + x^2 + 10,2^2 * 3^2 * 7 * 17 * 751 * 907
1429,1,4,x^4 + x^3 + 54,2^4 * 3 * 5 * 7 * 11 * 13 * 17 * 181 * 5641
1429,1,5,x^5 + x^4 + 6,2^2 * 3 * 7 * 17 * 4172851565741
1429,1,6,x^6 + x^5 + 6,2^3 * 3^2 * 5 * 7 * 11 * 13 * 17 * 751 * 883 * 907 * 2311
1429,1,7,x^7 + x^6 + 11,2^2 * 3 * 7^2 * 17 * 127 * 9585077597477299
1429,1,8,x^8 + x^7 + 103,2^5 * 3 * 5 * 7 * 11 * 13 * 17 * 181 * 5641 * 17929 * 116290129
1429,1,9,x^9 + x^8 + 10,2^2 * 3^3 * 7 * 17 * 19 * 751 * 907 * 149388964599788623
1429,1,10,x^10 + x^9 + 50,2^3 * 3 * 5^2 * 7 * 11 * 13 * 17 * 1531 * 544352111 * 4172851565741
1429,1,11,x^11 + x^10 + 111,2^2 * 3 * 7 * 17 * 23 * 67 * 4643 * 28206443 * 176066472974811739
1429,1,12,x^12 + x^11 + 139,2^4 * 3^2 * 5 * 7 * 11 * 13 * 17 * 37 * 181 * 751 * 883 * 907 * 2311 * 5437 * 5641 * 20728489
1429,1,13,x^13 + x^12 + 30,2^2 * 3 * 7 * 17 * 157 * 11467 * 101869 * 105613 * 53797823 * 69633332184989
1429,1,14,x^14 + x^13 + 6,2^3 * 3 * 5 * 7^2 * 11 * 13 * 17 * 127 * 1228465981 * 6926700817 * 9585077597477299
1429,1,15,x^15 + x^14 + 72,2^2 * 3^2 * 7 * 17 * 751 * 907 * 2521 * 4172851565741 * 6892566476915717185561
1429,1,16,x^16 + x^15 + 104,2^6 * 3 * 5 * 7 * 11 * 13 * 17 * 113 * 181 * 5641 * 17929 * 116290129 * 86226782977 * 892292428481
1429,1,17,x^17 + x^16 + 56,2^2 * 3 * 7 * 17^2 * 137 * 13969778731 * 9299522855821630277981867990492099339
1429,1,18,x^18 + x^17 + 24,2^3 * 3^3 * 5 * 7 * 11 * 13 * 17 * 19 * 163 * 751 * 883 * 907 * 2311 * 2552527 * 20466115633 * 149388964599788623
1429,1,19,x^19 + x^18 + 10,2^2 * 3 * 7 * 17 * 9207278477 * 67104687906491124436620155721622001473143567803
1429,1,20,x^20 + x^19 + 53,2^4 * 3 * 5^2 * 7 * 11 * 13 * 17 * 181 * 1531 * 5641 * 4004081 * 544352111 * 4172851565741 * 4342649348630166401
1429,1,21,x^21 + x^20 + 509,2^2 * 3^2 * 7^2 * 17 * 43 * 127 * 751 * 907 * 9585077597477299 * 1685055729242050236216609510067186747
1429,1,22,x^22 + x^21 + 168,2^3 * 3 * 5 * 7 * 11^2 * 13 * 17 * 23 * 67 * 4643 * 28206443 * 176066472974811739 * 3225713516990034359184536276351
1429,1,23,x^23 + x^22 + 113,2^2 * 3 * 7 * 17 * 20709569 * 124406191241846710705520908945412527598777693622337514617000459
1429,1,24,x^24 + x^23 + 217,2^5 * 3^2 * 5 * 7 * 11 * 13 * 17 * 37 * 181 * 313 * 751 * 883 * 907 * 2311 * 5437 * 5641 * 12457 * 17929 * 20728489 * 116290129 * 4459642322733991441
1429,1,25,x^25 + x^24 + 47,2^2 * 3 * 7 * 17 * 30954751 * 44739212351 * 4172851565741 * 3980070292770001 * 228737929011422029918302599101
1429,2,2,x^4 + x^3 + 54,2^4 * 3 * 5 * 7 * 11 * 13 * 17 * 181 * 5641
1429,2,3,x^6 + x^5 + 6,2^3 * 3^2 * 5 * 7 * 11 * 13 * 17 * 751 * 883 * 907 * 2311
1429,2,4,x^8 + x^7 + 103,2^5 * 3 * 5 * 7 * 11 * 13 * 17 * 181 * 5641 * 17929 * 116290129
1429,2,5,x^10 + x^9 + 50,2^3 * 3 * 5^2 * 7 * 11 * 13 * 17 * 1531 * 544352111 * 4172851565741
1429,2,6,x^12 + x^11 + 139,2^4 * 3^2 * 5 * 7 * 11 * 13 * 17 * 37 * 181 * 751 * 883 * 907 * 2311 * 5437 * 5641 * 20728489
1429,2,7,x^14 + x^13 + 6,2^3 * 3 * 5 * 7^2 * 11 * 13 * 17 * 127 * 1228465981 * 6926700817 * 9585077597477299
1429,2,8,x^16 + x^15 + 104,2^6 * 3 * 5 * 7 * 11 * 13 * 17 * 113 * 181 * 5641 * 17929 * 116290129 * 86226782977 * 892292428481
1429,2,9,x^18 + x^17 + 24,2^3 * 3^3 * 5 * 7 * 11 * 13 * 17 * 19 * 163 * 751 * 883 * 907 * 2311 * 2552527 * 20466115633 * 149388964599788623
1429,2,10,x^20 + x^19 + 53,2^4 * 3 * 5^2 * 7 * 11 * 13 * 17 * 181 * 1531 * 5641 * 4004081 * 544352111 * 4172851565741 * 4342649348630166401
1429,2,11,x^22 + x^21 + 168,2^3 * 3 * 5 * 7 * 11^2 * 13 * 17 * 23 * 67 * 4643 * 28206443 * 176066472974811739 * 3225713516990034359184536276351
1429,2,12,x^24 + x^23 + 217,2^5 * 3^2 * 5 * 7 * 11 * 13 * 17 * 37 * 181 * 313 * 751 * 883 * 907 * 2311 * 5437 * 5641 * 12457 * 17929 * 20728489 * 116290129 * 4459642322733991441
1429,3,2,x^6 + x^5 + 6,2^3 * 3^2 * 5 * 7 * 11 * 13 * 17 * 751 * 883 * 907 * 2311
1429,3,3,x^9 + x^8 + 10,2^2 * 3^3 * 7 * 17 * 19 * 751 * 907 * 149388964599788623
1429,3,4,x^12 + x^11 + 139,2^4 * 3^2 * 5 * 7 * 11 * 13 * 17 * 37 * 181 * 751 * 883 * 907 * 2311 * 5437 * 5641 * 20728489
1429,3,5,x^15 + x^14 + 72,2^2 * 3^2 * 7 * 17 * 751 * 907 * 2521 * 4172851565741 * 6892566476915717185561
1429,3,6,x^18 + x^17 + 24,2^3 * 3^3 * 5 * 7 * 11 * 13 * 17 * 19 * 163 * 751 * 883 * 907 * 2311 * 2552527 * 20466115633 * 149388964599788623
1429,3,7,x^21 + x^20 + 509,2^2 * 3^2 * 7^2 * 17 * 43 * 127 * 751 * 907 * 9585077597477299 * 1685055729242050236216609510067186747
1429,3,8,x^24 + x^23 + 217,2^5 * 3^2 * 5 * 7 * 11 * 13 * 17 * 37 * 181 * 313 * 751 * 883 * 907 * 2311 * 5437 * 5641 * 12457 * 17929 * 20728489 * 116290129 * 4459642322733991441
1429,4,2,x^8 + x^7 + 103,2^5 * 3 * 5 * 7 * 11 * 13 * 17 * 181 * 5641 * 17929 * 116290129
1429,4,3,x^12 + x^11 + 139,2^4 * 3^2 * 5 * 7 * 11 * 13 * 17 * 37 * 181 * 751 * 883 * 907 * 2311 * 5437 * 5641 * 20728489
1429,4,4,x^16 + x^15 + 104,2^6 * 3 * 5 * 7 * 11 * 13 * 17 * 113 * 181 * 5641 * 17929 * 116290129 * 86226782977 * 892292428481
1429,4,5,x^20 + x^19 + 53,2^4 * 3 * 5^2 * 7 * 11 * 13 * 17 * 181 * 1531 * 5641 * 4004081 * 544352111 * 4172851565741 * 4342649348630166401
1429,4,6,x^24 + x^23 + 217,2^5 * 3^2 * 5 * 7 * 11 * 13 * 17 * 37 * 181 * 313 * 751 * 883 * 907 * 2311 * 5437 * 5641 * 12457 * 17929 * 20728489 * 116290129 * 4459642322733991441
1429,5,2,x^10 + x^9 + 50,2^3 * 3 * 5^2 * 7 * 11 * 13 * 17 * 1531 * 544352111 * 4172851565741
1429,5,3,x^15 + x^14 + 72,2^2 * 3^2 * 7 * 17 * 751 * 907 * 2521 * 4172851565741 * 6892566476915717185561
1429,5,4,x^20 + x^19 + 53,2^4 * 3 * 5^2 * 7 * 11 * 13 * 17 * 181 * 1531 * 5641 * 4004081 * 544352111 * 4172851565741 * 4342649348630166401
1429,5,5,x^25 + x^24 + 47,2^2 * 3 * 7 * 17 * 30954751 * 44739212351 * 4172851565741 * 3980070292770001 * 228737929011422029918302599101
1429,6,2,x^12 + x^11 + 139,2^4 * 3^2 * 5 * 7 * 11 * 13 * 17 * 37 * 181 * 751 * 883 * 907 * 2311 * 5437 * 5641 * 20728489
1429,6,3,x^18 + x^17 + 24,2^3 * 3^3 * 5 * 7 * 11 * 13 * 17 * 19 * 163 * 751 * 883 * 907 * 2311 * 2552527 * 20466115633 * 149388964599788623
1429,6,4,x^24 + x^23 + 217,2^5 * 3^2 * 5 * 7 * 11 * 13 * 17 * 37 * 181 * 313 * 751 * 883 * 907 * 2311 * 5437 * 5641 * 12457 * 17929 * 20728489 * 116290129 * 4459642322733991441
1429,7,2,x^14 + x^13 + 6,2^3 * 3 * 5 * 7^2 * 11 * 13 * 17 * 127 * 1228465981 * 6926700817 * 9585077597477299
1429,7,3,x^21 + x^20 + 509,2^2 * 3^2 * 7^2 * 17 * 43 * 127 * 751 * 907 * 9585077597477299 * 1685055729242050236216609510067186747
1429,8,2,x^16 + x^15 + 104,2^6 * 3 * 5 * 7 * 11 * 13 * 17 * 113 * 181 * 5641 * 17929 * 116290129 * 86226782977 * 892292428481
