p,r,n,poly,factorization
3371,1,2,x^2 + x + 7,2^3 * 3 * 5 * 281 * 337
3371,1,3,x^3 + x^2 + 3,2 * 5 * 7 * 337 * 1623859
3371,1,4,x^4 + x^3 + 18,2^4 * 3 * 5 * 41 * 281 * 337 * 138581
3371,1,5,x^5 + x^4 + 12,2 * 5^2 * 11 * 337 * 34591 * 67895041
3371,1,6,x^6 + x^5 + 18,2^3 * 3^2 * 5 * 7 * 13 * 19 * 281 * 337 * 15331 * 1623859
3371,1,7,x^7 + x^6 + 4,2 * 5 * 29 * 337 * 50615481065569056113
3371,1,8,x^8 + x^7 + 17,2^5 * 3 * 5 * 41 * 281 * 337 * 138581 * 225697 * 286074553
3371,1,9,x^9 + x^8 + 81,2 * 5 * 7 * 337 * 379 * 1623859 * 33357097 * 116071355791
3371,1,10,x^10 + x^9 + 17,2^3 * 3 * 5^2 * 11 * 31 * 281 * 337 * 34591 * 1983001 * 2100011 * 67895041
3371,1,11,x^11 + x^10 + 15,2 * 5 * 23 * 89 * 337 * 64854791 * 179622006521 * 7948715016133
3371,1,12,x^12 + x^11 + 78,2^4 * 3^2 * 5 * 7 * 13 * 19 * 41 * 109 * 281 * 337 * 15331 * 138581 * 1623859 * 1184700233149
3371,1,13,x^13 + x^12 + 29,2 * 5 * 337 * 157639 * 162932251 * 83861601746373485917548166957
3371,1,14,x^14 + x^13 + 6,2^3 * 3 * 5 * 29 * 71 * 281 * 337 * 20661666769159707341 * 50615481065569056113
3371,1,15,x^15 + x^14 + 34,2 * 5^2 * 7 * 11 * 61 * 337 * 34591 * 1623859 * 67895041 * 273282192638171331163394821
3371,1,16,x^16 + x^15 + 142,2^6 * 3 * 5 * 17 * 41 * 281 * 337 * 47297 * 138581 * 225697 * 286074553 * 10369492656204916150369
3371,1,17,x^17 + x^16 + 57,2 * 5 * 337 * 443 * 17681 * 40758623 * 2279129243931779 * 382269707881270461071135167
3371,1,18,x^18 + x^17 + 242,2^3 * 3^3 * 5 * 7 * 13 * 19 * 37 * 281 * 337 * 379 * 1999 * 8839 * 15331 * 1623859 * 33357097 * 116071355791 * 748192944241
3371,1,19,x^19 + x^18 + 9,2 * 5 * 229 * 337 * 4219 * 98269 * 33290847603478763055359677994355724207120840078966831
3371,1,20,x^20 + x^19 + 6,2^4 * 3 * 5^2 * 11 * 31 * 41 * 281 * 337 * 34591 * 138581 * 1983001 * 2100011 * 10845641 * 67895041 * 1537498699619914190441
3371,1,21,x^21 + x^20 + 4,2 * 5 * 7^2 * 29 * 43 * 337 * 5419 * 1623859 * 50615481065569056113 * 1319746539784948490289640429650989959
3371,1,22,x^22 + x^21 + 2,2^3 * 3 * 5 * 23 * 89 * 281 * 331 * 337 * 64854791 * 179622006521 * 7948715016133 * 572309187686055497338664909710421
3371,2,2,x^4 + x^3 + 18,2^4 * 3 * 5 * 41 * 281 * 337 * 138581
3371,2,3,x^6 + x^5 + 18,2^3 * 3^2 * 5 * 7 * 13 * 19 * 281 * 337 * 15331 * 1623859
3371,2,4,x^8 + x^7 + 17,2^5 * 3 * 5 * 41 * 281 * 337 * 138581 * 225697 * 286074553
3371,2,5,x^10 + x^9 + 17,2^3 * 3 * 5^2 * 11 * 31 * 281 * 337 * 34591 * 1983001 * 2100011 * 67895041
3371,2,6,x^12 + x^11 + 78,2^4 * 3^2 * 5 * 7 * 13 * 19 * 41 * 109 * 281 * 337 * 15331 * 138581 * 1623859 * 1184700233149
3371,2,7,x^14 + x^13 + 6,2^3 * 3 * 5 * 29 * 71 * 281 * 337 * 20661666769159707341 * 50615481065569056113
3371,2,8,x^16 + x^15 + 142,2^6 * 3 * 5 * 17 * 41 * 281 * 337 * 47297 * 138581 * 225697 * 286074553 * 10369492656204916150369
3371,2,9,x^18 + x^17 + 242,2^3 * 3^3 * 5 * 7 * 13 * 19 * 37 * 281 * 337 * 379 * 1999 * 8839 * 15331 * 1623859 * 33357097 * 116071355791 * 748192944241
3371,2,10,x^20 + x^19 + 6,2^4 * 3 * 5^2 * 11 * 31 * 41 * 281 * 337 * 34591 * 138581 * 1983001 * 2100011 * 10845641 * 67895041 * 1537498699619914190441
3371,2,11,x^22 + x^21 + 2,2^3 * 3 * 5 * 23 * 89 * 281 * 331 * 337 * 64854791 * 179622006521 * 7948715016133 * 572309187686055497338664909710421
3371,3,2,x^6 + x^5 + 18,2^3 * 3^2 * 5 * 7 * 13 * 19 * 281 * 337 * 15331 * 1623859
3371,3,3,x^9 + x^8 + 81,2 * 5 * 7 * 337 * 379 * 1623859 * 33357097 * 116071355791
3371,3,4,x^12 + x^11 + 78,2^4 * 3^2 * 5 * 7 * 13 * 19 * 41 * 109 * 281 * 337 * 15331 * 138581 * 1623859 * 1184700233149
3371,3,5,x^15 + x^14 + 34,2 * 5^2 * 7 * 11 * 61 * 337 * 34591 * 1623859 * 67895041 * 273282192638171331163394821
3371,3,6,x^18 + x^17 + 242,2^3 * 3^3 * 5 * 7 * 13 * 19 * 37 * 281 * 337 * 379 * 1999 * 8839 * 15331 * 1623859 * 33357097 * 116071355791 * 748192944241
3371,3,7,x^21 + x^20 + 4,2 * 5 * 7^2 * 29 * 43 * 337 * 5419 * 1623859 * 50615481065569056113 * 1319746539784948490289640429650989959
3371,4,2,x^8 + x^7 + 17,2^5 * 3 * 5 * 41 * 281 * 337 * 138581 * 225697 * 286074553
3371,4,3,x^12 + x^11 + 78,2^4 * 3^2 * 5 * 7 * 13 * 19 * 41 * 109 * 281 * 337 * 15331 * 138581 * 1623859 * 1184700233149
3371,4,4,x^16 + x^15 + 142,2^6 * 3 * 5 * 17 * 41 * 281 * 337 * 47297 * 138581 * 225697 * 286074553 * 10369492656204916150369
3371,4,5,x^20 + x^19 + 6,2^4 * 3 * 5^2 * 11 * 31 * 41 * 281 * 337 * 34591 * 138581 * 1983001 * 2100011 * 10845641 * 67895041 * 1537498699619914190441
3371,5,2,x^10 + x^9 + 17,2^3 * 3 * 5^2 * 11 * 31 * 281 * 337 * 34591 * 1983001 * 2100011 * 67895041
3371,5,3,x^15 + x^14 + 34,2 * 5^2 * 7 * 11 * 61 * 337 * 34591 * 1623859 * 67895041 * 273282192638171331163394821
3371,5,4,x^20 + x^19 + 6,2^4 * 3 * 5^2 * 11 * 31 * 41 * 281 * 337 * 34591 * 138581 * 1983001 * 2100011 * 10845641 * 67895041 * 1537498699619914190441
3371,6,2,x^12 + x^11 + 78,2^4 * 3^2 * 5 * 7 * 13 * 19 * 41 * 109 * 281 * 337 * 15331 * 138581 * 1623859 * 1184700233149
3371,6,3,x^18 + x^17 + 242,2^3 * 3^3 * 5 * 7 * 13 * 19 * 37 * 281 * 337 * 379 * 1999 * 8839 * 15331 * 1623859 * 33357097 * 116071355791 * 748192944241
3371,7,2,x^14 + x^13 + 6,2^3 * 3 * 5 * 29 * 71 * 281 * 337 * 20661666769159707341 * 50615481065569056113
3371,7,3,x^21 + x^20 + 4,2 * 5 * 7^2 * 29 * 43 * 337 * 5419 * 1623859 * 50615481065569056113 * 1319746539784948490289640429650989959
3371,8,2,x^16 + x^15 + 142,2^6 * 3 * 5 * 17 * 41 * 281 * 337 * 47297 * 138581 * 225697 * 286074553 * 10369492656204916150369
3371,9,2,x^18 + x^17 + 242,2^3 * 3^3 * 5 * 7 * 13 * 19 * 37 * 281 * 337 * 379 * 1999 * 8839 * 15331 * 1623859 * 33357097 * 116071355791 * 748192944241
3371,10,2,x^20 + x^19 + 6,2^4 * 3 * 5^2 * 11 * 31 * 41 * 281 * 337 * 34591 * 138581 * 1983001 * 2100011 * 10845641 * 67895041 * 1537498699619914190441
3371,11,2,x^22 + x^21 + 2,2^3 * 3 * 5 * 23 * 89 * 281 * 331 * 337 * 64854791 * 179622006521 * 7948715016133 * 572309187686055497338664909710421
