p,e,n,poly,factorization
883,1,2,x^2 + x + 28,2^3 * 3^2 * 7^2 * 13 * 17
883,1,3,x^3 + x^2 + 6,2 * 3^3 * 7^2 * 260191
883,1,4,x^4 + x^3 + 19,2^4 * 3^2 * 5 * 7^2 * 13 * 17 * 77969
883,1,5,x^5 + x^4 + 67,2 * 3^2 * 7^2 * 11 * 184511 * 299861
883,1,6,x^6 + x^5 + 2,2^3 * 3^3 * 7^2 * 13 * 17 * 337 * 2311 * 260191
883,1,7,x^7 + x^6 + 6,2 * 3^2 * 7^3 * 379 * 3389 * 52777342829
883,1,8,x^8 + x^7 + 59,2^5 * 3^2 * 5 * 7^2 * 13 * 17 * 77969 * 303957468361
883,1,9,x^9 + x^8 + 14,2 * 3^4 * 7^2 * 19 * 260191 * 8315519119044301
883,1,10,x^10 + x^9 + 39,2^3 * 3^2 * 7^2 * 11 * 13 * 17 * 31 * 7591 * 184511 * 299861 * 2580421
883,1,11,x^11 + x^10 + 35,2 * 3^2 * 7^2 * 23 * 4362071891 * 2875269114820203641
883,1,12,x^12 + x^11 + 34,2^4 * 3^3 * 5 * 7^2 * 13 * 17 * 61 * 337 * 2311 * 77969 * 260191 * 9965805853
883,1,13,x^13 + x^12 + 29,2 * 3^2 * 7^2 * 1171 * 2739655361 * 70108024985281178029811
883,1,14,x^14 + x^13 + 87,2^3 * 3^2 * 7^3 * 13 * 17 * 29 * 379 * 3389 * 81971 * 153287 * 1299299 * 52777342829
883,1,15,x^15 + x^14 + 35,2 * 3^3 * 7^2 * 11 * 151 * 241 * 184511 * 260191 * 299861 * 10143772977728185351
883,1,16,x^16 + x^15 + 230,2^6 * 3^2 * 5 * 7^2 * 13 * 17 * 929 * 77969 * 303957468361 * 198902352146661697649
883,1,17,x^17 + x^16 + 88,2 * 3^2 * 7^2 * 239 * 307 * 2486455994543 * 749456312293219370223307999739
883,1,18,x^18 + x^17 + 99,2^3 * 3^4 * 7^2 * 13 * 17 * 19 * 337 * 2311 * 260191 * 5970673 * 79385454271 * 8315519119044301
883,1,19,x^19 + x^18 + 13,2 * 3^2 * 7^2 * 48159187 * 588883761904498124891 * 3759032295877390343472509
883,1,20,x^20 + x^19 + 42,2^4 * 3^2 * 5^2 * 7^2 * 11 * 13 * 17 * 31 * 181 * 281 * 7591 * 77969 * 98561 * 184511 * 299861 * 2580421 * 14744330978801
883,1,21,x^21 + x^20 + 21,2 * 3^3 * 7^3 * 43 * 379 * 3389 * 141709 * 260191 * 52777342829 * 36827347193227359445577264407
883,1,22,x^22 + x^21 + 147,2^3 * 3^2 * 7^2 * 13 * 17 * 23 * 617 * 14210263 * 2443696597 * 4362071891 * 13433244221 * 2875269114820203641
883,1,23,x^23 + x^22 + 150,2 * 3^2 * 7^2 * 47 * 277 * 515661841 * 2185182943 * 372790953814595461 * 11850367215435865162323469
883,1,24,x^24 + x^23 + 148,2^5 * 3^3 * 5 * 7^2 * 13 * 17 * 61 * 73 * 337 * 2311 * 77969 * 95569 * 260191 * 6462097 * 8197326889 * 9965805853 * 303957468361
883,1,25,x^25 + x^24 + 284,2 * 3^2 * 7^2 * 11 * 5851 * 184511 * 299861 * 8823035401 * 130453122301 * 12328535032582368225901473064304351
883,1,26,x^26 + x^25 + 34,2^3 * 3^2 * 7^2 * 13^2 * 17 * 79 * 1093 * 1171 * 1034458829 * 2739655361 * 193256035168155002759 * 70108024985281178029811
883,1,27,x^27 + x^26 + 14,2 * 3^5 * 7^2 * 19 * 433 * 260191 * 32314627 * 261060074032843 * 8315519119044301 * 9717261925694515009044780367
883,2,2,x^4 + x^3 + 19,2^4 * 3^2 * 5 * 7^2 * 13 * 17 * 77969
