p,r,n,poly,factorization
3463,1,2,x^2 + x + 10,2^4 * 3 * 433 * 577
3463,1,3,x^3 + x^2 + 25,2 * 3^2 * 61 * 577 * 65551
3463,1,4,x^4 + x^3 + 13,2^5 * 3 * 5 * 13 * 29 * 433 * 577 * 3181
3463,1,5,x^5 + x^4 + 9,2 * 3 * 11 * 577 * 4271 * 19121 * 160141
3463,1,6,x^6 + x^5 + 13,2^4 * 3^2 * 7 * 61 * 379 * 433 * 577 * 4519 * 65551
3463,1,7,x^7 + x^6 + 36,2 * 3 * 197 * 577 * 5237 * 14241949 * 117414613
3463,1,8,x^8 + x^7 + 10,2^6 * 3 * 5 * 13 * 29 * 433 * 577 * 3181 * 71908457116081
3463,1,9,x^9 + x^8 + 18,2 * 3^3 * 19 * 61 * 73 * 163 * 577 * 65551 * 2160253 * 1177131583
3463,1,10,x^10 + x^9 + 5,2^4 * 3 * 11 * 433 * 577 * 4271 * 19121 * 160141 * 143775396647221
3463,1,11,x^11 + x^10 + 39,2 * 3 * 23 * 577 * 98737 * 806148143461 * 135527591912315923
3463,1,12,x^12 + x^11 + 198,2^5 * 3^2 * 5 * 7 * 13 * 29 * 61 * 379 * 433 * 577 * 1453 * 3181 * 4519 * 30841 * 65551 * 3209341
3463,1,13,x^13 + x^12 + 36,2 * 3 * 577 * 6449 * 7768770101 * 59389638255451517227723066429
3463,1,14,x^14 + x^13 + 6,2^4 * 3 * 197 * 433 * 577 * 5237 * 19867 * 14241949 * 117414613 * 86787517476963661
3463,1,15,x^15 + x^14 + 36,2 * 3^2 * 11 * 61 * 577 * 4271 * 19121 * 65551 * 160141 * 110454931 * 187201530772751061691
3463,1,16,x^16 + x^15 + 147,2^7 * 3 * 5 * 13 * 17 * 29 * 113 * 433 * 577 * 3181 * 58193 * 71908457116081 * 92510669741797518737
3463,1,17,x^17 + x^16 + 144,2 * 3 * 103 * 137 * 577 * 919 * 953 * 7833776869 * 1374931128591905873 * 3214748090812276189
3463,1,18,x^18 + x^17 + 13,2^4 * 3^3 * 7 * 19 * 61 * 73 * 163 * 379 * 433 * 577 * 4519 * 65551 * 2160253 * 1177131583 * 1724705503871896805563
3463,1,19,x^19 + x^18 + 105,2 * 3 * 191 * 577 * 178639 * 150404430551627816626498628729656027343387892135025501577
3463,1,20,x^20 + x^19 + 160,2^5 * 3 * 5^2 * 11 * 13 * 29 * 433 * 577 * 3181 * 4271 * 19121 * 110881 * 160141 * 143775396647221 * 37307208799623728320781
3463,1,21,x^21 + x^20 + 105,2 * 3^2 * 43 * 61 * 197 * 577 * 5237 * 65551 * 14241949 * 117414613 * 3945112485562211167 * 17529786406149489249709
3463,1,22,x^22 + x^21 + 82,2^4 * 3 * 23 * 89 * 433 * 577 * 98737 * 806148143461 * 135527591912315923 * 2786182223874135369290255697552203
3463,2,2,x^4 + x^3 + 13,2^5 * 3 * 5 * 13 * 29 * 433 * 577 * 3181
3463,2,3,x^6 + x^5 + 13,2^4 * 3^2 * 7 * 61 * 379 * 433 * 577 * 4519 * 65551
3463,2,4,x^8 + x^7 + 10,2^6 * 3 * 5 * 13 * 29 * 433 * 577 * 3181 * 71908457116081
3463,2,5,x^10 + x^9 + 5,2^4 * 3 * 11 * 433 * 577 * 4271 * 19121 * 160141 * 143775396647221
3463,2,6,x^12 + x^11 + 198,2^5 * 3^2 * 5 * 7 * 13 * 29 * 61 * 379 * 433 * 577 * 1453 * 3181 * 4519 * 30841 * 65551 * 3209341
3463,2,7,x^14 + x^13 + 6,2^4 * 3 * 197 * 433 * 577 * 5237 * 19867 * 14241949 * 117414613 * 86787517476963661
3463,2,8,x^16 + x^15 + 147,2^7 * 3 * 5 * 13 * 17 * 29 * 113 * 433 * 577 * 3181 * 58193 * 71908457116081 * 92510669741797518737
3463,2,9,x^18 + x^17 + 13,2^4 * 3^3 * 7 * 19 * 61 * 73 * 163 * 379 * 433 * 577 * 4519 * 65551 * 2160253 * 1177131583 * 1724705503871896805563
3463,2,10,x^20 + x^19 + 160,2^5 * 3 * 5^2 * 11 * 13 * 29 * 433 * 577 * 3181 * 4271 * 19121 * 110881 * 160141 * 143775396647221 * 37307208799623728320781
3463,2,11,x^22 + x^21 + 82,2^4 * 3 * 23 * 89 * 433 * 577 * 98737 * 806148143461 * 135527591912315923 * 2786182223874135369290255697552203
3463,3,2,x^6 + x^5 + 13,2^4 * 3^2 * 7 * 61 * 379 * 433 * 577 * 4519 * 65551
3463,3,3,x^9 + x^8 + 18,2 * 3^3 * 19 * 61 * 73 * 163 * 577 * 65551 * 2160253 * 1177131583
3463,3,4,x^12 + x^11 + 198,2^5 * 3^2 * 5 * 7 * 13 * 29 * 61 * 379 * 433 * 577 * 1453 * 3181 * 4519 * 30841 * 65551 * 3209341
3463,3,5,x^15 + x^14 + 36,2 * 3^2 * 11 * 61 * 577 * 4271 * 19121 * 65551 * 160141 * 110454931 * 187201530772751061691
3463,3,6,x^18 + x^17 + 13,2^4 * 3^3 * 7 * 19 * 61 * 73 * 163 * 379 * 433 * 577 * 4519 * 65551 * 2160253 * 1177131583 * 1724705503871896805563
3463,3,7,x^21 + x^20 + 105,2 * 3^2 * 43 * 61 * 197 * 577 * 5237 * 65551 * 14241949 * 117414613 * 3945112485562211167 * 17529786406149489249709
3463,4,2,x^8 + x^7 + 10,2^6 * 3 * 5 * 13 * 29 * 433 * 577 * 3181 * 71908457116081
3463,4,3,x^12 + x^11 + 198,2^5 * 3^2 * 5 * 7 * 13 * 29 * 61 * 379 * 433 * 577 * 1453 * 3181 * 4519 * 30841 * 65551 * 3209341
3463,4,4,x^16 + x^15 + 147,2^7 * 3 * 5 * 13 * 17 * 29 * 113 * 433 * 577 * 3181 * 58193 * 71908457116081 * 92510669741797518737
3463,4,5,x^20 + x^19 + 160,2^5 * 3 * 5^2 * 11 * 13 * 29 * 433 * 577 * 3181 * 4271 * 19121 * 110881 * 160141 * 143775396647221 * 37307208799623728320781
3463,5,2,x^10 + x^9 + 5,2^4 * 3 * 11 * 433 * 577 * 4271 * 19121 * 160141 * 143775396647221
3463,5,3,x^15 + x^14 + 36,2 * 3^2 * 11 * 61 * 577 * 4271 * 19121 * 65551 * 160141 * 110454931 * 187201530772751061691
3463,5,4,x^20 + x^19 + 160,2^5 * 3 * 5^2 * 11 * 13 * 29 * 433 * 577 * 3181 * 4271 * 19121 * 110881 * 160141 * 143775396647221 * 37307208799623728320781
3463,6,2,x^12 + x^11 + 198,2^5 * 3^2 * 5 * 7 * 13 * 29 * 61 * 379 * 433 * 577 * 1453 * 3181 * 4519 * 30841 * 65551 * 3209341
3463,6,3,x^18 + x^17 + 13,2^4 * 3^3 * 7 * 19 * 61 * 73 * 163 * 379 * 433 * 577 * 4519 * 65551 * 2160253 * 1177131583 * 1724705503871896805563
3463,7,2,x^14 + x^13 + 6,2^4 * 3 * 197 * 433 * 577 * 5237 * 19867 * 14241949 * 117414613 * 86787517476963661
3463,7,3,x^21 + x^20 + 105,2 * 3^2 * 43 * 61 * 197 * 577 * 5237 * 65551 * 14241949 * 117414613 * 3945112485562211167 * 17529786406149489249709
3463,8,2,x^16 + x^15 + 147,2^7 * 3 * 5 * 13 * 17 * 29 * 113 * 433 * 577 * 3181 * 58193 * 71908457116081 * 92510669741797518737
3463,9,2,x^18 + x^17 + 13,2^4 * 3^3 * 7 * 19 * 61 * 73 * 163 * 379 * 433 * 577 * 4519 * 65551 * 2160253 * 1177131583 * 1724705503871896805563
3463,10,2,x^20 + x^19 + 160,2^5 * 3 * 5^2 * 11 * 13 * 29 * 433 * 577 * 3181 * 4271 * 19121 * 110881 * 160141 * 143775396647221 * 37307208799623728320781
3463,11,2,x^22 + x^21 + 82,2^4 * 3 * 23 * 89 * 433 * 577 * 98737 * 806148143461 * 135527591912315923 * 2786182223874135369290255697552203
