p,e,n,poly,factorization
191,1,2,x^2 + x + 19,2^7 * 3 * 5 * 19
191,1,3,x^3 + x^2 + 9,2 * 5 * 7 * 13^2 * 19 * 31
191,1,4,x^4 + x^3 + 29,2^8 * 3 * 5 * 17 * 19 * 29 * 37
191,1,5,x^5 + x^4 + 3,2 * 5^2 * 11 * 19 * 1871 * 13001
191,1,6,x^6 + x^5 + 22,2^7 * 3^2 * 5 * 7 * 13^2 * 19 * 31 * 12097
191,1,7,x^7 + x^6 + 12,2 * 5 * 19 * 127 * 197 * 10627 * 183569
191,1,8,x^8 + x^7 + 22,2^9 * 3 * 5 * 17 * 19 * 29 * 37 * 41 * 16230041
191,1,9,x^9 + x^8 + 9,2 * 5 * 7 * 13^2 * 19 * 31 * 48551233240513
191,1,10,x^10 + x^9 + 95,2^7 * 3 * 5^2 * 11 * 19 * 281 * 1871 * 13001 * 4711501
191,1,11,x^11 + x^10 + 77,2 * 5 * 19 * 34179328063 * 1900421426047
191,1,12,x^12 + x^11 + 57,2^8 * 3^2 * 5 * 7 * 13^2 * 17 * 19 * 29 * 31 * 37 * 2713 * 12097 * 490537
191,1,13,x^13 + x^12 + 27,2 * 5 * 19 * 131 * 1483 * 9049 * 92041 * 301627 * 48552947
191,1,14,x^14 + x^13 + 126,2^7 * 3 * 5 * 19 * 127 * 197 * 1429 * 10627 * 89867 * 183569 * 376097
191,1,15,x^15 + x^14 + 2,2 * 5^2 * 7 * 11 * 13^2 * 19 * 31 * 811 * 1291 * 1871 * 13001 * 1682829581161
191,1,16,x^16 + x^15 + 137,2^10 * 3 * 5 * 17 * 19 * 29 * 37 * 41 * 113 * 337 * 1301057 * 16230041 * 17874433
191,1,17,x^17 + x^16 + 12,2 * 5 * 19 * 3153651086937051299292748168322873857
191,1,18,x^18 + x^17 + 91,2^7 * 3^3 * 5 * 7 * 13^2 * 19 * 31 * 109 * 829 * 1171 * 12097 * 152947 * 48551233240513
191,1,19,x^19 + x^18 + 16,2 * 5 * 19^2 * 1277351533 * 4740414766116926933918204081767
191,1,20,x^20 + x^19 + 61,2^8 * 3 * 5^2 * 11 * 17 * 19 * 29 * 37 * 61 * 281 * 1861 * 1871 * 13001 * 4711501 * 15601947972241
191,1,21,x^21 + x^20 + 45,2 * 5 * 7^2 * 13^2 * 19 * 31 * 127 * 197 * 10627 * 183569 * 334982919271820531385681463
191,1,22,x^22 + 2*x^21 + 56,2^7 * 3 * 5 * 19 * 23 * 34179328063 * 1900421426047 * 2794717889939944336237
191,1,23,x^23 + x^22 + 85,2 * 5 * 19 * 47 * 139 * 41615143 * 65741959 * 12070833277819 * 709691990009063207
191,1,24,x^24 + x^23 + 91,2^9 * 3^2 * 5 * 7 * 13^2 * 17 * 19 * 29 * 31 * 37 * 41 * 2713 * 12097 * 490537 * 16230041 * 1771197284321352961
191,1,25,x^25 + x^24 + 147,2 * 5^3 * 11 * 19 * 1871 * 5101 * 10151 * 13001 * 38351 * 1381901 * 304284314508437721137955901
191,1,26,x^26 + x^25 + 56,2^7 * 3 * 5 * 19 * 79 * 131 * 1483 * 1847 * 9049 * 70123 * 92041 * 301627 * 48552947 * 229180715520324959
191,1,27,x^27 + x^26 + 3,2 * 5 * 7 * 13^2 * 19 * 31 * 487 * 2971 * 14149 * 48551233240513 * 5590404731264953207986582790321
191,1,28,x^28 + x^27 + 145,2^8 * 3 * 5 * 17 * 19 * 29 * 37 * 127 * 197 * 1429 * 10627 * 89867 * 183569 * 376097 * 2357156959300156547318279041
191,1,29,x^29 + x^28 + 92,2 * 5 * 19 * 523 * 1145849 * 7498509527 * 238463492857 * 6937262398479723944960192269796773
191,1,30,x^30 + x^29 + 110,2^7 * 3^2 * 5^2 * 7 * 11 * 13^2 * 19 * 31 * 281 * 811 * 1291 * 1871 * 12097 * 13001 * 4711501 * 1682829581161 * 1780470314337557761
191,1,31,x^31 + x^30 + 2,2 * 5 * 19 * 62683 * 8510327225640925409 * 508375662001573857302831322631066310940308723
191,1,32,x^32 + x^31 + 56,2^11 * 3 * 5 * 17 * 19 * 29 * 37 * 41 * 113 * 337 * 25537 * 1301057 * 3558913 * 16230041 * 17874433 * 1288350857153 * 13396226490497
191,1,33,x^33 + x^32 + 26,2 * 5 * 7 * 13^2 * 19 * 31 * 34179328063 * 1900421426047 * 126897066153700327 * 32729250465477517493897157463
191,1,34,x^34 + x^33 + 95,2^7 * 3 * 5 * 19 * 14723 * 1651313 * 128363131225773541298688779 * 3153651086937051299292748168322873857
191,1,35,x^35 + 7*x^34 + 64,2 * 5^2 * 11 * 19 * 71 * 127 * 197 * 1871 * 10627 * 13001 * 183569 * 6932381 * 541145431 * 20752302037107395510757042811618247701
191,2,2,x^4 + x^3 + 29,2^8 * 3 * 5 * 17 * 19 * 29 * 37
191,2,3,x^6 + x^5 + 22,2^7 * 3^2 * 5 * 7 * 13^2 * 19 * 31 * 12097
191,2,4,x^8 + x^7 + 22,2^9 * 3 * 5 * 17 * 19 * 29 * 37 * 41 * 16230041
191,2,5,x^10 + x^9 + 95,2^7 * 3 * 5^2 * 11 * 19 * 281 * 1871 * 13001 * 4711501
191,2,6,x^12 + x^11 + 57,2^8 * 3^2 * 5 * 7 * 13^2 * 17 * 19 * 29 * 31 * 37 * 2713 * 12097 * 490537
191,2,7,x^14 + x^13 + 126,2^7 * 3 * 5 * 19 * 127 * 197 * 1429 * 10627 * 89867 * 183569 * 376097
191,2,8,x^16 + x^15 + 137,2^10 * 3 * 5 * 17 * 19 * 29 * 37 * 41 * 113 * 337 * 1301057 * 16230041 * 17874433
191,2,9,x^18 + x^17 + 91,2^7 * 3^3 * 5 * 7 * 13^2 * 19 * 31 * 109 * 829 * 1171 * 12097 * 152947 * 48551233240513
191,2,10,x^20 + x^19 + 61,2^8 * 3 * 5^2 * 11 * 17 * 19 * 29 * 37 * 61 * 281 * 1861 * 1871 * 13001 * 4711501 * 15601947972241
191,2,11,x^22 + 2*x^21 + 56,2^7 * 3 * 5 * 19 * 23 * 34179328063 * 1900421426047 * 2794717889939944336237
191,2,12,x^24 + x^23 + 91,2^9 * 3^2 * 5 * 7 * 13^2 * 17 * 19 * 29 * 31 * 37 * 41 * 2713 * 12097 * 490537 * 16230041 * 1771197284321352961
191,2,13,x^26 + x^25 + 56,2^7 * 3 * 5 * 19 * 79 * 131 * 1483 * 1847 * 9049 * 70123 * 92041 * 301627 * 48552947 * 229180715520324959
191,2,14,x^28 + x^27 + 145,2^8 * 3 * 5 * 17 * 19 * 29 * 37 * 127 * 197 * 1429 * 10627 * 89867 * 183569 * 376097 * 2357156959300156547318279041
191,2,15,x^30 + x^29 + 110,2^7 * 3^2 * 5^2 * 7 * 11 * 13^2 * 19 * 31 * 281 * 811 * 1291 * 1871 * 12097 * 13001 * 4711501 * 1682829581161 * 1780470314337557761
191,2,16,x^32 + x^31 + 56,2^11 * 3 * 5 * 17 * 19 * 29 * 37 * 41 * 113 * 337 * 25537 * 1301057 * 3558913 * 16230041 * 17874433 * 1288350857153 * 13396226490497
191,2,17,x^34 + x^33 + 95,2^7 * 3 * 5 * 19 * 14723 * 1651313 * 128363131225773541298688779 * 3153651086937051299292748168322873857
191,3,2,x^6 + x^5 + 22,2^7 * 3^2 * 5 * 7 * 13^2 * 19 * 31 * 12097
191,3,3,x^9 + x^8 + 9,2 * 5 * 7 * 13^2 * 19 * 31 * 48551233240513
191,3,4,x^12 + x^11 + 57,2^8 * 3^2 * 5 * 7 * 13^2 * 17 * 19 * 29 * 31 * 37 * 2713 * 12097 * 490537
191,3,5,x^15 + x^14 + 2,2 * 5^2 * 7 * 11 * 13^2 * 19 * 31 * 811 * 1291 * 1871 * 13001 * 1682829581161
191,3,6,x^18 + x^17 + 91,2^7 * 3^3 * 5 * 7 * 13^2 * 19 * 31 * 109 * 829 * 1171 * 12097 * 152947 * 48551233240513
191,3,7,x^21 + x^20 + 45,2 * 5 * 7^2 * 13^2 * 19 * 31 * 127 * 197 * 10627 * 183569 * 334982919271820531385681463
191,3,8,x^24 + x^23 + 91,2^9 * 3^2 * 5 * 7 * 13^2 * 17 * 19 * 29 * 31 * 37 * 41 * 2713 * 12097 * 490537 * 16230041 * 1771197284321352961
191,3,9,x^27 + x^26 + 3,2 * 5 * 7 * 13^2 * 19 * 31 * 487 * 2971 * 14149 * 48551233240513 * 5590404731264953207986582790321
191,3,10,x^30 + x^29 + 110,2^7 * 3^2 * 5^2 * 7 * 11 * 13^2 * 19 * 31 * 281 * 811 * 1291 * 1871 * 12097 * 13001 * 4711501 * 1682829581161 * 1780470314337557761
