p,e,n,poly,factorization
757,1,2,x^2 + x + 6,2^3 * 3^3 * 7 * 379
757,1,3,x^3 + x^2 + 5,2^2 * 3^4 * 7 * 13 * 14713
757,1,4,x^4 + x^3 + 32,2^4 * 3^3 * 5^2 * 7 * 73 * 157 * 379
757,1,5,x^5 + x^4 + 37,2^2 * 3^3 * 7 * 11 * 191 * 2521 * 62081
757,1,6,x^6 + x^5 + 31,2^3 * 3^4 * 7 * 13 * 163 * 379 * 3511 * 14713
757,1,7,x^7 + x^6 + 6,2^2 * 3^3 * 7^2 * 878837 * 30629717273
757,1,8,x^8 + x^7 + 54,2^5 * 3^3 * 5^2 * 7 * 17^2 * 73 * 157 * 379 * 401 * 1416809
757,1,9,x^9 + x^8 + 2,2^2 * 3^5 * 7 * 13 * 19 * 14713 * 25875541 * 127588339
757,1,10,x^10 + x^9 + 45,2^3 * 3^3 * 7 * 11 * 191 * 281 * 379 * 1481 * 2521 * 62081 * 788041
757,1,11,x^11 + x^10 + 101,2^2 * 3^3 * 7 * 89 * 6654649 * 104476284376746280087
757,1,12,x^12 + x^11 + 14,2^4 * 3^4 * 5^2 * 7 * 13 * 73 * 157 * 163 * 379 * 541 * 1753 * 3511 * 14713 * 346261
757,1,13,x^13 + x^12 + 14,2^2 * 3^3 * 7 * 53 * 79 * 2451961907233151 * 3453885675787873
757,1,14,x^14 + x^13 + 56,2^3 * 3^3 * 7^2 * 379 * 878837 * 30629717273 * 187932525878971693
757,1,15,x^15 + x^14 + 140,2^2 * 3^4 * 7 * 11 * 13 * 61 * 151 * 191 * 2521 * 14713 * 62081 * 18541561 * 630579541531
757,1,16,x^16 + x^15 + 93,2^6 * 3^3 * 5^2 * 7 * 17^2 * 73 * 157 * 379 * 401 * 673 * 495377 * 1416809 * 161728343150081
757,1,17,x^17 + x^16 + 126,2^2 * 3^3 * 7 * 137 * 239 * 17681 * 77124139328857 * 260790960106632372182671
757,1,18,x^18 + x^17 + 35,2^3 * 3^5 * 7 * 13 * 19 * 163 * 379 * 811 * 3511 * 14713 * 25875541 * 127588339 * 232035493288087
757,1,19,x^19 + x^18 + 5,2^2 * 3^3 * 7 * 114825589 * 58111385916034584398587802885970550945946563
757,1,20,x^20 + x^19 + 14,2^4 * 3^3 * 5^3 * 7 * 11 * 73 * 157 * 191 * 281 * 379 * 1481 * 2521 * 62081 * 788041 * 21567324552810425083901
757,1,21,x^21 + x^20 + 96,2^2 * 3^4 * 7^2 * 13 * 127 * 14713 * 878837 * 3250633 * 2348460997 * 30629717273 * 36477196965456787
757,1,22,x^22 + x^21 + 253,2^3 * 3^3 * 7 * 23 * 89 * 379 * 6654649 * 104476284376746280087 * 2683228343634830408801023091
757,1,23,x^23 + x^22 + 37,2^2 * 3^3 * 7 * 277 * 7641107 * 190936269989 * 86375707277219722367 * 62772197416858105396351
757,1,24,x^24 + x^23 + 416,2^5 * 3^4 * 5^2 * 7 * 13 * 17^2 * 73 * 157 * 163 * 313 * 379 * 401 * 541 * 1753 * 3511 * 14713 * 346261 * 1416809 * 1247729401 * 276122813377
757,1,25,x^25 + x^24 + 41,2^2 * 3^3 * 7 * 11 * 191 * 251 * 2521 * 5501 * 62081 * 2000948173646705803568501 * 1382185661588533222082229751
757,1,26,x^26 + x^25 + 5,2^3 * 3^3 * 7 * 53 * 79 * 379 * 911 * 658919 * 3166006663 * 2451961907233151 * 3453885675787873 * 18608655491767303
757,1,27,x^27 + x^26 + 45,2^2 * 3^6 * 7 * 13 * 19 * 4591 * 14713 * 25875541 * 71491411 * 127588339 * 6767736089087891149778232511575875184169
757,2,2,x^4 + x^3 + 32,2^4 * 3^3 * 5^2 * 7 * 73 * 157 * 379
757,2,3,x^6 + x^5 + 31,2^3 * 3^4 * 7 * 13 * 163 * 379 * 3511 * 14713
757,2,4,x^8 + x^7 + 54,2^5 * 3^3 * 5^2 * 7 * 17^2 * 73 * 157 * 379 * 401 * 1416809
757,2,5,x^10 + x^9 + 45,2^3 * 3^3 * 7 * 11 * 191 * 281 * 379 * 1481 * 2521 * 62081 * 788041
757,2,6,x^12 + x^11 + 14,2^4 * 3^4 * 5^2 * 7 * 13 * 73 * 157 * 163 * 379 * 541 * 1753 * 3511 * 14713 * 346261
757,2,7,x^14 + x^13 + 56,2^3 * 3^3 * 7^2 * 379 * 878837 * 30629717273 * 187932525878971693
757,2,8,x^16 + x^15 + 93,2^6 * 3^3 * 5^2 * 7 * 17^2 * 73 * 157 * 379 * 401 * 673 * 495377 * 1416809 * 161728343150081
757,2,9,x^18 + x^17 + 35,2^3 * 3^5 * 7 * 13 * 19 * 163 * 379 * 811 * 3511 * 14713 * 25875541 * 127588339 * 232035493288087
757,2,10,x^20 + x^19 + 14,2^4 * 3^3 * 5^3 * 7 * 11 * 73 * 157 * 191 * 281 * 379 * 1481 * 2521 * 62081 * 788041 * 21567324552810425083901
757,2,11,x^22 + x^21 + 253,2^3 * 3^3 * 7 * 23 * 89 * 379 * 6654649 * 104476284376746280087 * 2683228343634830408801023091
757,2,12,x^24 + x^23 + 416,2^5 * 3^4 * 5^2 * 7 * 13 * 17^2 * 73 * 157 * 163 * 313 * 379 * 401 * 541 * 1753 * 3511 * 14713 * 346261 * 1416809 * 1247729401 * 276122813377
757,2,13,x^26 + x^25 + 5,2^3 * 3^3 * 7 * 53 * 79 * 379 * 911 * 658919 * 3166006663 * 2451961907233151 * 3453885675787873 * 18608655491767303
757,3,2,x^6 + x^5 + 31,2^3 * 3^4 * 7 * 13 * 163 * 379 * 3511 * 14713
757,3,3,x^9 + x^8 + 2,2^2 * 3^5 * 7 * 13 * 19 * 14713 * 25875541 * 127588339
757,3,4,x^12 + x^11 + 14,2^4 * 3^4 * 5^2 * 7 * 13 * 73 * 157 * 163 * 379 * 541 * 1753 * 3511 * 14713 * 346261
757,3,5,x^15 + x^14 + 140,2^2 * 3^4 * 7 * 11 * 13 * 61 * 151 * 191 * 2521 * 14713 * 62081 * 18541561 * 630579541531
757,3,6,x^18 + x^17 + 35,2^3 * 3^5 * 7 * 13 * 19 * 163 * 379 * 811 * 3511 * 14713 * 25875541 * 127588339 * 232035493288087
757,3,7,x^21 + x^20 + 96,2^2 * 3^4 * 7^2 * 13 * 127 * 14713 * 878837 * 3250633 * 2348460997 * 30629717273 * 36477196965456787
