p,r,n,poly,factorization
2539,1,2,x^2 + x + 2,2^3 * 3^3 * 5 * 47 * 127
2539,1,3,x^3 + x^2 + 5,2 * 3^4 * 47 * 2149687
2539,1,4,x^4 + x^3 + 3,2^4 * 3^3 * 5 * 47 * 127 * 3223261
2539,1,5,x^5 + x^4 + 13,2 * 3^3 * 11 * 47 * 71 * 271 * 196427171
2539,1,6,x^6 + x^5 + 17,2^3 * 3^4 * 5 * 7 * 13 * 19 * 47 * 127 * 3727 * 2149687
2539,1,7,x^7 + x^6 + 5,2 * 3^3 * 29 * 47 * 37464197 * 246679387837
2539,1,8,x^8 + x^7 + 99,2^5 * 3^3 * 5 * 41 * 47 * 127 * 1993 * 3223261 * 254290217
2539,1,9,x^9 + x^8 + 7,2 * 3^5 * 47 * 370603 * 2149687 * 240960591147709
2539,1,10,x^10 + x^9 + 161,2^3 * 3^3 * 5^2 * 11 * 47 * 71 * 101 * 127 * 271 * 3851 * 21360671 * 196427171
2539,1,11,x^11 + x^10 + 111,2 * 3^3 * 23 * 47 * 5971087 * 9576733 * 200562253 * 42223115749
2539,1,12,x^12 + x^11 + 3,2^4 * 3^4 * 5 * 7 * 13 * 19 * 37 * 47 * 127 * 397 * 3727 * 2149687 * 3223261 * 2829166489
2539,1,13,x^13 + x^12 + 132,2 * 3^3 * 47 * 69982823 * 205211862280933 * 4999534558821302579
2539,1,14,x^14 + x^13 + 2,2^3 * 3^3 * 5 * 29 * 43 * 47 * 127 * 743 * 6791 * 37464197 * 246679387837 * 1234281414913
2539,1,15,x^15 + x^14 + 24,2 * 3^4 * 11 * 31 * 47 * 71 * 181 * 271 * 571 * 702721 * 1927351 * 2149687 * 196427171 * 397841791
2539,1,16,x^16 + x^15 + 21,2^6 * 3^3 * 5 * 17 * 41 * 47 * 127 * 401 * 1993 * 3223261 * 254290217 * 182375708609 * 694562489297
2539,1,17,x^17 + x^16 + 5,2 * 3^3 * 47 * 137 * 443 * 2551 * 96945598383270311 * 198797743027328354075809919131
2539,1,18,x^18 + x^17 + 71,2^3 * 3^5 * 5 * 7 * 13 * 19 * 47 * 73 * 127 * 3727 * 370603 * 2149687 * 240960591147709 * 3669892518501476191
2539,1,19,x^19 + x^18 + 96,2 * 3^3 * 47 * 28644743 * 2513894351926481658451 * 267120824468805857266438858059137
2539,1,20,x^20 + x^19 + 3,2^4 * 3^3 * 5^2 * 11 * 47 * 61 * 71 * 101 * 127 * 271 * 421 * 3851 * 84061 * 3223261 * 21360671 * 196427171 * 800009338716734101
