p,e,n,poly,factorization
967,1,2,x^2 + x + 28,2^4 * 3 * 7 * 11^2 * 23
967,1,3,x^3 + x^2 + 2,2 * 3^2 * 7 * 23 * 67 * 4657
967,1,4,x^4 + x^3 + 5,2^5 * 3 * 5 * 7 * 11^2 * 13 * 23 * 7193
967,1,5,x^5 + x^4 + 22,2 * 3 * 7 * 23 * 875296605041
967,1,6,x^6 + x^5 + 12,2^4 * 3^2 * 7 * 11^2 * 23 * 31 * 67 * 4657 * 30133
967,1,7,x^7 + x^6 + 4,2 * 3 * 7^2 * 23 * 43 * 211 * 12887219963647
967,1,8,x^8 + x^7 + 12,2^6 * 3 * 5 * 7 * 11^2 * 13 * 17 * 23 * 89 * 7193 * 288959497
967,1,9,x^9 + x^8 + 98,2 * 3^3 * 7 * 19^2 * 23 * 67 * 181 * 307 * 4657 * 13586682853
967,1,10,x^10 + x^9 + 5,2^4 * 3 * 7 * 11^2 * 23 * 61 * 18461 * 775661 * 875296605041
967,1,11,x^11 + x^10 + 16,2 * 3 * 7 * 23 * 419 * 1708047977789153616232054483
967,1,12,x^12 + x^11 + 38,2^5 * 3^2 * 5 * 7 * 11^2 * 13 * 23 * 31 * 67 * 4657 * 7193 * 30133 * 874390502833
967,1,13,x^13 + x^12 + 50,2 * 3 * 7 * 23 * 53 * 11311 * 218453 * 81013613279 * 63077453038601
967,1,14,x^14 + x^13 + 7,2^4 * 3 * 7^2 * 11^2 * 23 * 43 * 211 * 12887219963647 * 816789152261781343
967,1,15,x^15 + x^14 + 138,2 * 3^2 * 7 * 23 * 67 * 4657 * 113161 * 875296605041 * 6749407796456620441
967,1,16,x^16 + x^15 + 134,2^7 * 3 * 5 * 7 * 11^2 * 13 * 17 * 23 * 89 * 7193 * 10529 * 288959497 * 36307359991905878849
967,1,17,x^17 + x^16 + 141,2 * 3 * 7 * 23 * 8349007 * 107890501 * 4507967513332601 * 144103364374864123
967,1,18,x^18 + x^17 + 250,2^4 * 3^3 * 7 * 11^2 * 19^2 * 23 * 31 * 67 * 73 * 181 * 307 * 2791 * 4657 * 30133 * 705043 * 5691943 * 13586682853
967,1,19,x^19 + x^18 + 25,2 * 3 * 7 * 23 * 126712627502647 * 4318232131847083876327730717767758497551
967,1,20,x^20 + x^19 + 7,2^5 * 3 * 5^2 * 7 * 11^2 * 13 * 23 * 61 * 7193 * 18461 * 775661 * 1794277601 * 875296605041 * 85221993369421
967,1,21,x^21 + x^20 + 223,2 * 3^2 * 7^2 * 23 * 43 * 67 * 211 * 4657 * 223903 * 326593 * 2065637533 * 12887219963647 * 4421274108161947
967,1,22,x^22 + x^21 + 56,2^4 * 3 * 7 * 11^3 * 23 * 419 * 3348976027 * 19387023364930535579 * 1708047977789153616232054483
967,1,23,x^23 + x^22 + 49,2 * 3 * 7 * 23^2 * 47 * 19424329 * 1451999431 * 15692553286327502723794902263024707122851924303
967,1,24,x^24 + x^23 + 479,2^6 * 3^2 * 5 * 7 * 11^2 * 13 * 17 * 23 * 31 * 67 * 89 * 4657 * 7193 * 30133 * 274441 * 288959497 * 874390502833 * 2785882527423670681
967,1,25,x^25 + x^24 + 18,2 * 3 * 7 * 23 * 101 * 10379701 * 875296605041 * 37981109584351 * 12836765760181577280218545155639782551
967,1,26,x^26 + x^25 + 159,2^4 * 3 * 7 * 11^2 * 23 * 53 * 9283 * 11311 * 218453 * 1402518911 * 81013613279 * 63077453038601 * 51294609685134231141857
967,2,2,x^4 + x^3 + 5,2^5 * 3 * 5 * 7 * 11^2 * 13 * 23 * 7193
967,2,3,x^6 + x^5 + 12,2^4 * 3^2 * 7 * 11^2 * 23 * 31 * 67 * 4657 * 30133
967,2,4,x^8 + x^7 + 12,2^6 * 3 * 5 * 7 * 11^2 * 13 * 17 * 23 * 89 * 7193 * 288959497
967,2,5,x^10 + x^9 + 5,2^4 * 3 * 7 * 11^2 * 23 * 61 * 18461 * 775661 * 875296605041
967,2,6,x^12 + x^11 + 38,2^5 * 3^2 * 5 * 7 * 11^2 * 13 * 23 * 31 * 67 * 4657 * 7193 * 30133 * 874390502833
967,2,7,x^14 + x^13 + 7,2^4 * 3 * 7^2 * 11^2 * 23 * 43 * 211 * 12887219963647 * 816789152261781343
967,2,8,x^16 + x^15 + 134,2^7 * 3 * 5 * 7 * 11^2 * 13 * 17 * 23 * 89 * 7193 * 10529 * 288959497 * 36307359991905878849
967,2,9,x^18 + x^17 + 250,2^4 * 3^3 * 7 * 11^2 * 19^2 * 23 * 31 * 67 * 73 * 181 * 307 * 2791 * 4657 * 30133 * 705043 * 5691943 * 13586682853
967,2,10,x^20 + x^19 + 7,2^5 * 3 * 5^2 * 7 * 11^2 * 13 * 23 * 61 * 7193 * 18461 * 775661 * 1794277601 * 875296605041 * 85221993369421
967,2,11,x^22 + x^21 + 56,2^4 * 3 * 7 * 11^3 * 23 * 419 * 3348976027 * 19387023364930535579 * 1708047977789153616232054483
967,2,12,x^24 + x^23 + 479,2^6 * 3^2 * 5 * 7 * 11^2 * 13 * 17 * 23 * 31 * 67 * 89 * 4657 * 7193 * 30133 * 274441 * 288959497 * 874390502833 * 2785882527423670681
967,2,13,x^26 + x^25 + 159,2^4 * 3 * 7 * 11^2 * 23 * 53 * 9283 * 11311 * 218453 * 1402518911 * 81013613279 * 63077453038601 * 51294609685134231141857
967,3,2,x^6 + x^5 + 12,2^4 * 3^2 * 7 * 11^2 * 23 * 31 * 67 * 4657 * 30133
967,3,3,x^9 + x^8 + 98,2 * 3^3 * 7 * 19^2 * 23 * 67 * 181 * 307 * 4657 * 13586682853
967,3,4,x^12 + x^11 + 38,2^5 * 3^2 * 5 * 7 * 11^2 * 13 * 23 * 31 * 67 * 4657 * 7193 * 30133 * 874390502833
967,3,5,x^15 + x^14 + 138,2 * 3^2 * 7 * 23 * 67 * 4657 * 113161 * 875296605041 * 6749407796456620441
967,3,6,x^18 + x^17 + 250,2^4 * 3^3 * 7 * 11^2 * 19^2 * 23 * 31 * 67 * 73 * 181 * 307 * 2791 * 4657 * 30133 * 705043 * 5691943 * 13586682853
967,3,7,x^21 + x^20 + 223,2 * 3^2 * 7^2 * 23 * 43 * 67 * 211 * 4657 * 223903 * 326593 * 2065637533 * 12887219963647 * 4421274108161947
967,3,8,x^24 + x^23 + 479,2^6 * 3^2 * 5 * 7 * 11^2 * 13 * 17 * 23 * 31 * 67 * 89 * 4657 * 7193 * 30133 * 274441 * 288959497 * 874390502833 * 2785882527423670681
967,4,2,x^8 + x^7 + 12,2^6 * 3 * 5 * 7 * 11^2 * 13 * 17 * 23 * 89 * 7193 * 288959497
967,4,3,x^12 + x^11 + 38,2^5 * 3^2 * 5 * 7 * 11^2 * 13 * 23 * 31 * 67 * 4657 * 7193 * 30133 * 874390502833
967,4,4,x^16 + x^15 + 134,2^7 * 3 * 5 * 7 * 11^2 * 13 * 17 * 23 * 89 * 7193 * 10529 * 288959497 * 36307359991905878849
967,4,5,x^20 + x^19 + 7,2^5 * 3 * 5^2 * 7 * 11^2 * 13 * 23 * 61 * 7193 * 18461 * 775661 * 1794277601 * 875296605041 * 85221993369421
967,4,6,x^24 + x^23 + 479,2^6 * 3^2 * 5 * 7 * 11^2 * 13 * 17 * 23 * 31 * 67 * 89 * 4657 * 7193 * 30133 * 274441 * 288959497 * 874390502833 * 2785882527423670681
967,5,2,x^10 + x^9 + 5,2^4 * 3 * 7 * 11^2 * 23 * 61 * 18461 * 775661 * 875296605041
967,5,3,x^15 + x^14 + 138,2 * 3^2 * 7 * 23 * 67 * 4657 * 113161 * 875296605041 * 6749407796456620441
967,5,4,x^20 + x^19 + 7,2^5 * 3 * 5^2 * 7 * 11^2 * 13 * 23 * 61 * 7193 * 18461 * 775661 * 1794277601 * 875296605041 * 85221993369421
967,5,5,x^25 + x^24 + 18,2 * 3 * 7 * 23 * 101 * 10379701 * 875296605041 * 37981109584351 * 12836765760181577280218545155639782551
967,6,2,x^12 + x^11 + 38,2^5 * 3^2 * 5 * 7 * 11^2 * 13 * 23 * 31 * 67 * 4657 * 7193 * 30133 * 874390502833
967,6,3,x^18 + x^17 + 250,2^4 * 3^3 * 7 * 11^2 * 19^2 * 23 * 31 * 67 * 73 * 181 * 307 * 2791 * 4657 * 30133 * 705043 * 5691943 * 13586682853
967,6,4,x^24 + x^23 + 479,2^6 * 3^2 * 5 * 7 * 11^2 * 13 * 17 * 23 * 31 * 67 * 89 * 4657 * 7193 * 30133 * 274441 * 288959497 * 874390502833 * 2785882527423670681
967,7,2,x^14 + x^13 + 7,2^4 * 3 * 7^2 * 11^2 * 23 * 43 * 211 * 12887219963647 * 816789152261781343
967,7,3,x^21 + x^20 + 223,2 * 3^2 * 7^2 * 23 * 43 * 67 * 211 * 4657 * 223903 * 326593 * 2065637533 * 12887219963647 * 4421274108161947
967,8,2,x^16 + x^15 + 134,2^7 * 3 * 5 * 7 * 11^2 * 13 * 17 * 23 * 89 * 7193 * 10529 * 288959497 * 36307359991905878849
967,8,3,x^24 + x^23 + 479,2^6 * 3^2 * 5 * 7 * 11^2 * 13 * 17 * 23 * 31 * 67 * 89 * 4657 * 7193 * 30133 * 274441 * 288959497 * 874390502833 * 2785882527423670681
967,9,2,x^18 + x^17 + 250,2^4 * 3^3 * 7 * 11^2 * 19^2 * 23 * 31 * 67 * 73 * 181 * 307 * 2791 * 4657 * 30133 * 705043 * 5691943 * 13586682853
967,10,2,x^20 + x^19 + 7,2^5 * 3 * 5^2 * 7 * 11^2 * 13 * 23 * 61 * 7193 * 18461 * 775661 * 1794277601 * 875296605041 * 85221993369421
967,11,2,x^22 + x^21 + 56,2^4 * 3 * 7 * 11^3 * 23 * 419 * 3348976027 * 19387023364930535579 * 1708047977789153616232054483
967,12,2,x^24 + x^23 + 479,2^6 * 3^2 * 5 * 7 * 11^2 * 13 * 17 * 23 * 31 * 67 * 89 * 4657 * 7193 * 30133 * 274441 * 288959497 * 874390502833 * 2785882527423670681
967,13,2,x^26 + x^25 + 159,2^4 * 3 * 7 * 11^2 * 23 * 53 * 9283 * 11311 * 218453 * 1402518911 * 81013613279 * 63077453038601 * 51294609685134231141857
