p,e,n,poly,factorization
9857,1,2,x^2 + x + 5,2^8 * 3 * 7 * 11 * 31 * 53
9857,1,3,x^3 + x^2 + 12,2^7 * 7 * 11 * 13 * 199 * 37561
9857,1,4,x^4 + x^3 + 6,2^9 * 3 * 5^2 * 7 * 11 * 31 * 53 * 1943209
9857,1,5,x^5 + x^4 + 5,2^7 * 7 * 11 * 311 * 11071 * 2742053021
9857,1,6,x^6 + x^5 + 12,2^8 * 3^2 * 7 * 11 * 13 * 31 * 53 * 199 * 3037 * 10663 * 37561
9857,1,7,x^7 + x^6 + 19,2^7 * 7^2 * 11 * 27259 * 215151553 * 22343960563
9857,1,8,x^8 + x^7 + 5,2^10 * 3 * 5^2 * 7 * 11 * 31 * 53 * 368633 * 1943209 * 12804269897
9857,1,9,x^9 + x^8 + 55,2^7 * 7 * 11 * 13 * 73 * 199 * 2539 * 37561 * 41221 * 120050633184589
9857,1,10,x^10 + x^9 + 29,2^8 * 3 * 7 * 11 * 31 * 53 * 311 * 11071 * 55051 * 2742053021 * 171462738851
9857,1,11,x^11 + x^10 + 127,2^7 * 7 * 11^2 * 23 * 89 * 463 * 839379700862693 * 989558893254940669
9857,1,12,x^12 + x^11 + 39,2^9 * 3^2 * 5^2 * 7 * 11 * 13 * 31 * 53 * 199 * 3037 * 10663 * 21673 * 37561 * 1943209 * 435572036761
9857,1,13,x^13 + x^12 + 282,2^7 * 7 * 11 * 429945959 * 963069797 * 2031933571920811062834490675087
9857,1,14,x^14 + x^13 + 45,2^8 * 3 * 7^2 * 11 * 31 * 53 * 421 * 27259 * 215151553 * 22343960563 * 2178423865500427324333
9857,1,15,x^15 + x^14 + 149,2^7 * 7 * 11 * 13 * 199 * 311 * 11071 * 30841 * 37561 * 2742053021 * 7937976271 * 363978510183977191
9857,1,16,x^16 + x^15 + 39,2^11 * 3 * 5^2 * 7 * 11 * 17 * 31 * 53 * 9137 * 368633 * 1943209 * 266169857 * 12804269897 * 1077746544811498817
9857,1,17,x^17 + x^16 + 21,2^7 * 7 * 11 * 103 * 63649 * 26324161 * 243502145994377 * 327371973846590359 * 577341171168449321
9857,1,18,x^18 + x^17 + 70,2^8 * 3^3 * 7 * 11 * 13 * 19 * 31 * 53 * 73 * 199 * 307 * 2539 * 3037 * 6481 * 10663 * 37561 * 41221 * 857737 * 9428859019 * 120050633184589
9857,1,19,x^19 + x^18 + 68,2^7 * 7 * 11 * 725407157 * 36800098397 * 28908054426838408775620279466075028575674639616172883
9857,1,20,x^20 + x^19 + 264,2^9 * 3 * 5^3 * 7 * 11 * 31 * 53 * 101 * 311 * 11071 * 19381 * 55051 * 1943209 * 667841081 * 2742053021 * 171462738851 * 13633813784021741
9857,2,2,x^4 + x^3 + 6,2^9 * 3 * 5^2 * 7 * 11 * 31 * 53 * 1943209
