p,r,n,poly,factorization
1721,1,2,x^2 + x + 35,2^4 * 3 * 5 * 7 * 41 * 43
1721,1,3,x^3 + x^2 + 27,2^3 * 5 * 19 * 43 * 61 * 2557
1721,1,4,x^4 + x^3 + 54,2^5 * 3 * 5 * 7 * 13 * 17 * 41 * 43 * 6701
1721,1,5,x^5 + x^4 + 23,2^3 * 5^2 * 11^2 * 31 * 43 * 10781 * 43411
1721,1,6,x^6 + x^5 + 3,2^4 * 3^2 * 5 * 7 * 19 * 41 * 43 * 61 * 2557 * 986707
1721,1,7,x^7 + x^6 + 3,2^3 * 5 * 43 * 63659 * 408392570941853
1721,1,8,x^8 + x^7 + 30,2^6 * 3 * 5 * 7 * 13 * 17 * 41 * 43 * 6701 * 36713 * 119474057
1721,1,9,x^9 + x^8 + 63,2^3 * 5 * 19 * 43 * 61 * 2557 * 10838899 * 2397176726617
1721,1,10,x^10 + x^9 + 102,2^4 * 3 * 5^2 * 7 * 11^2 * 31 * 41 * 43 * 71 * 10781 * 43411 * 123484616071
1721,1,11,x^11 + x^10 + 3,2^3 * 5 * 43 * 2003 * 5171 * 29939331973 * 735467580602239
1721,1,12,x^12 + x^11 + 54,2^5 * 3^2 * 5 * 7 * 13 * 17 * 19 * 41 * 43 * 61 * 349 * 2557 * 6701 * 986707 * 25136100709
1721,1,13,x^13 + x^12 + 14,2^3 * 5 * 43 * 79 * 1361757270596005271 * 6279080824651116197
1721,1,14,x^14 + x^13 + 24,2^4 * 3 * 5 * 7^2 * 41 * 43 * 63659 * 962970527 * 3852316049 * 408392570941853
1721,1,15,x^15 + x^14 + 66,2^3 * 5^2 * 11^2 * 19 * 31 * 43 * 61 * 1231 * 2557 * 10781 * 43411 * 62479347643078580364751
1721,1,16,x^16 + x^15 + 33,2^7 * 3 * 5 * 7 * 13 * 17 * 41 * 43 * 6701 * 36713 * 550337 * 1303073 * 119474057 * 53656150154881
1721,1,17,x^17 + x^16 + 23,2^3 * 5 * 43 * 162578413 * 36448819647728056900379637971994315853704949
1721,1,18,x^18 + x^17 + 3,2^4 * 3^3 * 5 * 7 * 19 * 41 * 43 * 61 * 2557 * 986707 * 10838899 * 2397176726617 * 8660918804919205987
1721,1,19,x^19 + x^18 + 3,2^3 * 5 * 43 * 44651 * 393076336334890895745823304804830115943748960336267889
1721,1,20,x^20 + x^19 + 23,2^5 * 3 * 5^2 * 7 * 11^2 * 13 * 17 * 31 * 41 * 43 * 71 * 6701 * 10781 * 43411 * 123484616071 * 76956767274591946710538081
1721,1,21,x^21 + x^20 + 35,2^3 * 5 * 19 * 43 * 61 * 883 * 2557 * 63659 * 408392570941853 * 15664253732622181 * 48780652779397904527
1721,1,22,x^22 + x^21 + 30,2^4 * 3 * 5 * 7 * 23 * 41 * 43 * 2003 * 5171 * 63647 * 29939331973 * 571648307803 * 272221065941507 * 735467580602239
1721,1,23,x^23 + x^22 + 24,2^3 * 5 * 43 * 4597471 * 19332697 * 681201131697447414746281 * 2542990671404451450307629285215089
1721,1,24,x^24 + x^23 + 89,2^6 * 3^2 * 5 * 7 * 13 * 17 * 19 * 41 * 43 * 61 * 193 * 349 * 2557 * 6701 * 36713 * 986707 * 119474057 * 1922262193 * 25136100709 * 207432608771569
1721,2,2,x^4 + x^3 + 54,2^5 * 3 * 5 * 7 * 13 * 17 * 41 * 43 * 6701
1721,2,3,x^6 + x^5 + 3,2^4 * 3^2 * 5 * 7 * 19 * 41 * 43 * 61 * 2557 * 986707
1721,2,4,x^8 + x^7 + 30,2^6 * 3 * 5 * 7 * 13 * 17 * 41 * 43 * 6701 * 36713 * 119474057
