p,r,n,poly,factorization
653,1,2,x^2 + x + 14,2^3 * 3 * 109 * 163
653,1,3,x^3 + x^2 + 27,2^2 * 7 * 13^2 * 19^2 * 163
653,1,4,x^4 + x^3 + 17,2^4 * 3 * 5 * 109 * 163 * 42641
653,1,5,x^5 + x^4 + 12,2^2 * 11 * 31 * 163 * 534027881
653,1,6,x^6 + x^5 + 37,2^3 * 3^2 * 7 * 13^2 * 19^2 * 109 * 139 * 163 * 1021
653,1,7,x^7 + x^6 + 2,2^2 * 163 * 21757 * 706763 * 5049773
653,1,8,x^8 + x^7 + 30,2^5 * 3 * 5 * 41 * 109 * 163 * 2689 * 42641 * 824609
653,1,9,x^9 + x^8 + 41,2^2 * 7 * 13^2 * 19^2 * 163 * 56467 * 1373043745621
653,1,10,x^10 + x^9 + 37,2^3 * 3 * 11 * 31 * 71 * 109 * 163 * 3511 * 728281 * 534027881
653,1,11,x^11 + x^10 + 5,2^2 * 23 * 163 * 397 * 5303 * 800164289 * 364399911899
653,1,12,x^12 + x^11 + 125,2^4 * 3^2 * 5 * 7 * 13^2 * 19^2 * 109 * 139 * 163 * 1021 * 42641 * 181824208873
653,1,13,x^13 + x^12 + 29,2^2 * 79 * 163 * 313 * 39473522687 * 6168029564117070989
653,1,14,x^14 + x^13 + 8,2^3 * 3 * 43 * 109 * 163 * 21757 * 586237 * 706763 * 5049773 * 3070950667
653,1,15,x^15 + x^14 + 12,2^2 * 7 * 11 * 13^2 * 19^2 * 31 * 163 * 534027881 * 2515386931 * 13123058537131
653,1,16,x^16 + x^15 + 8,2^6 * 3 * 5 * 17^3 * 41 * 109 * 163 * 2689 * 42641 * 197233 * 824609 * 17058824837489
653,1,17,x^17 + x^16 + 12,2^2 * 163 * 1094653036091966342439610718377710184115447281
653,1,18,x^18 + x^17 + 22,2^3 * 3^3 * 7 * 13^2 * 19^2 * 73 * 109 * 139 * 163 * 1021 * 2953 * 56467 * 119886843079 * 1373043745621
653,1,19,x^19 + x^18 + 67,2^2 * 163 * 2699 * 181398967 * 1475183561 * 646277580265893148957251708091
