p,r,n,poly,factorization
9137,1,2,x^2 + x + 3,2^5 * 3 * 571 * 1523
9137,1,3,x^3 + x^2 + 3,2^4 * 7 * 571 * 919 * 12979
9137,1,4,x^4 + x^3 + 11,2^6 * 3 * 5 * 571 * 1523 * 8348477
9137,1,5,x^5 + x^4 + 13,2^4 * 571 * 17594281 * 396178141
9137,1,6,x^6 + x^5 + 3,2^5 * 3^2 * 7 * 61 * 571 * 919 * 1523 * 12979 * 456151
9137,1,7,x^7 + x^6 + 5,2^4 * 43 * 571 * 14446009943 * 936813020963
9137,1,8,x^8 + x^7 + 13,2^7 * 3 * 5 * 17 * 571 * 1523 * 284777 * 8348477 * 719831209
9137,1,9,x^9 + x^8 + 29,2^4 * 7 * 19 * 571 * 919 * 1279 * 1657 * 2539 * 12979 * 495361 * 11489221
9137,1,10,x^10 + x^9 + 5,2^5 * 3 * 11 * 31 * 571 * 1523 * 17594281 * 396178141 * 20436785742301
9137,1,11,x^11 + x^10 + 21,2^4 * 23 * 67 * 571 * 2631971270613974122769289158091144287
9137,1,12,x^12 + x^11 + 58,2^6 * 3^2 * 5 * 7 * 13 * 61 * 571 * 919 * 1153 * 1489 * 1523 * 3673 * 12979 * 85021 * 456151 * 8348477
9137,1,13,x^13 + x^12 + 10,2^4 * 79 * 571 * 4286116207189642855029415950102793452536424259
9137,1,14,x^14 + x^13 + 217,2^5 * 3 * 43 * 113 * 571 * 1523 * 14446009943 * 936813020963 * 5148678538480406611361
9137,1,15,x^15 + x^14 + 11,2^4 * 7 * 571 * 919 * 1621 * 12979 * 17594281 * 396178141 * 29963907687857040549483937981
9137,1,16,x^16 + x^15 + 27,2^8 * 3 * 5 * 17 * 571 * 1523 * 284777 * 8348477 * 719831209 * 7693682449 * 28019112673 * 112670538193
9137,1,17,x^17 + x^16 + 26,2^4 * 571 * 2278477 * 207381199 * 4994494078360205090921305188908358643715363509147
9137,1,18,x^18 + x^17 + 11,2^5 * 3^3 * 7 * 19 * 61 * 571 * 919 * 1279 * 1523 * 1657 * 2539 * 12979 * 40897 * 72019 * 456151 * 495361 * 11489221 * 65850936619033
9137,1,19,x^19 + x^18 + 5,2^4 * 191 * 571 * 29033 * 21336317 * 1214888539 * 1370665907932220463023737824362236560244952333243
9137,1,20,x^20 + x^19 + 10,2^6 * 3 * 5^2 * 11 * 31 * 571 * 1523 * 8348477 * 17594281 * 396178141 * 20436785742301 * 9715362054931001601518633285261
9137,2,2,x^4 + x^3 + 11,2^6 * 3 * 5 * 571 * 1523 * 8348477
9137,2,3,x^6 + x^5 + 3,2^5 * 3^2 * 7 * 61 * 571 * 919 * 1523 * 12979 * 456151
9137,2,4,x^8 + x^7 + 13,2^7 * 3 * 5 * 17 * 571 * 1523 * 284777 * 8348477 * 719831209
