p,e,n,poly,factorization
617,1,2,x^2 + x + 26,2^4 * 3 * 7 * 11 * 103
617,1,3,x^3 + x^2 + 5,2^3 * 7 * 11 * 97 * 3931
617,1,4,x^4 + x^3 + 17,2^5 * 3 * 5 * 7 * 11 * 103 * 38069
617,1,5,x^5 + x^4 + 5,2^3 * 7 * 11 * 145159381141
617,1,6,x^6 + x^5 + 3,2^4 * 3^2 * 7 * 11 * 97 * 103 * 3931 * 126691
617,1,7,x^7 + x^6 + 26,2^3 * 7^2 * 11 * 29387639 * 268628879
617,1,8,x^8 + x^7 + 53,2^6 * 3 * 5 * 7 * 11 * 103 * 953 * 5657 * 13441 * 38069
617,1,9,x^9 + x^8 + 3,2^3 * 7 * 11 * 19 * 97 * 523 * 3931 * 5552079756859
617,1,10,x^10 + x^9 + 26,2^4 * 3 * 7 * 11 * 103 * 431 * 5081 * 66071 * 145159381141
617,1,11,x^11 + x^10 + 5,2^3 * 7 * 11^2 * 67 * 10866472977391930428570371
617,1,12,x^12 + x^11 + 91,2^5 * 3^2 * 5 * 7 * 11 * 13 * 97 * 103 * 397 * 3931 * 38069 * 126691 * 28080553
617,1,13,x^13 + x^12 + 34,2^3 * 7 * 11 * 79 * 38592181531151807801943457426099
617,1,14,x^14 + x^13 + 58,2^4 * 3 * 7^2 * 11 * 103 * 239 * 33937 * 29387639 * 268628879 * 6791040551
617,1,15,x^15 + x^14 + 26,2^3 * 7 * 11 * 31 * 97 * 2311 * 3931 * 1006531 * 145159381141 * 290795758531
617,1,16,x^16 + x^15 + 353,2^7 * 3 * 5 * 7 * 11 * 17 * 103 * 953 * 5657 * 13441 * 38069 * 27674161 * 22321734180833
617,1,17,x^17 + x^16 + 12,2^3 * 7 * 11 * 4421 * 377537 * 5339435493533 * 49578307513723267827521
617,1,18,x^18 + x^17 + 254,2^4 * 3^3 * 7 * 11 * 19 * 37 * 97 * 103 * 523 * 3931 * 126691 * 5552079756859 * 497036180848087
617,1,19,x^19 + x^18 + 180,2^3 * 7 * 11 * 9312840588355388322395527 * 18061559054939627401749661
617,1,20,x^20 + x^19 + 189,2^5 * 3 * 5^2 * 7 * 11 * 41 * 103 * 181 * 241 * 431 * 5081 * 19961 * 38069 * 66071 * 335821 * 350381 * 145159381141
617,1,21,x^21 + x^20 + 151,2^3 * 7^2 * 11 * 43 * 97 * 3931 * 13350163 * 29387639 * 162053767 * 268628879 * 32666557053074743
617,1,22,x^22 + x^21 + 23,2^4 * 3 * 7 * 11^2 * 23 * 67 * 103 * 20549 * 103357 * 131363 * 1243989881509 * 10866472977391930428570371
617,1,23,x^23 + x^22 + 45,2^3 * 7 * 11 * 47 * 599 * 116657 * 783197 * 23541438565507909 * 402567363360936393784233261079
617,1,24,x^24 + x^23 + 227,2^6 * 3^2 * 5 * 7 * 11 * 13 * 97 * 103 * 397 * 953 * 1873 * 3931 * 5657 * 13441 * 38069 * 126691 * 12701929 * 28080553 * 882823436713
617,1,25,x^25 + x^24 + 5,2^3 * 7 * 11 * 601 * 4001 * 7451 * 3114607901 * 145159381141 * 1145624553182829328237193409226107251
617,1,26,x^26 + x^25 + 27,2^4 * 3 * 7 * 11 * 79 * 103 * 23011 * 23869 * 49297 * 53951 * 5773379 * 360328723 * 38592181531151807801943457426099
617,1,27,x^27 + x^26 + 131,2^3 * 7 * 11 * 19 * 97 * 523 * 541 * 3931 * 5500279 * 5552079756859 * 56435316888284215444124325399126460859713
617,1,28,x^28 + x^27 + 110,2^5 * 3 * 5 * 7^2 * 11 * 29 * 103 * 239 * 673 * 3361 * 33937 * 38069 * 29387639 * 268628879 * 5961266809 * 6791040551 * 7783961746543949
617,2,2,x^4 + x^3 + 17,2^5 * 3 * 5 * 7 * 11 * 103 * 38069
617,2,3,x^6 + x^5 + 3,2^4 * 3^2 * 7 * 11 * 97 * 103 * 3931 * 126691
617,2,4,x^8 + x^7 + 53,2^6 * 3 * 5 * 7 * 11 * 103 * 953 * 5657 * 13441 * 38069
617,2,5,x^10 + x^9 + 26,2^4 * 3 * 7 * 11 * 103 * 431 * 5081 * 66071 * 145159381141
