p,e,n,poly,factorization
4283,1,2,x^2 + x + 5,2^3 * 3^2 * 7 * 17 * 2141
4283,1,3,x^3 + x^2 + 3,2 * 31^2 * 61 * 313 * 2141
4283,1,4,x^4 + x^3 + 96,2^4 * 3^2 * 5 * 7 * 17 * 233 * 2141 * 7873
4283,1,5,x^5 + x^4 + 10,2 * 11 * 2141 * 30598562483771
4283,1,6,x^6 + x^5 + 34,2^3 * 3^3 * 7 * 17 * 19 * 31^2 * 61 * 313 * 2141 * 321751
4283,1,7,x^7 + x^6 + 9,2 * 29 * 2141 * 29611 * 41539 * 100003 * 1730891
4283,1,8,x^8 + x^7 + 14,2^5 * 3^2 * 5 * 7 * 17 * 233 * 457 * 1009 * 2141 * 7873 * 364884097
4283,1,9,x^9 + x^8 + 10,2 * 31^2 * 61 * 313 * 2141 * 3198027421 * 1930217564017
4283,1,10,x^10 + x^9 + 59,2^3 * 3^2 * 7 * 11 * 17 * 2141 * 30598562483771 * 336427051846541
4283,1,11,x^11 + x^10 + 25,2 * 67 * 727 * 2141 * 42655294214429070112209110084257
4283,1,12,x^12 + x^11 + 14,2^4 * 3^3 * 5 * 7 * 13 * 17 * 19 * 31^2 * 61 * 73 * 233 * 313 * 1693 * 2141 * 7873 * 321751 * 209444569
4283,1,13,x^13 + x^12 + 51,2 * 2141 * 14431 * 2641081952376567100933673374148917797511
4283,1,14,x^14 + x^13 + 32,2^3 * 3^2 * 7^2 * 17 * 29 * 71 * 211 * 2141 * 29611 * 41539 * 43037 * 100003 * 515761 * 1730891 * 2651293
4283,1,15,x^15 + x^14 + 30,2 * 11 * 31^2 * 61 * 313 * 2141 * 24021181 * 65950681 * 30598562483771 * 71461074773581
4283,1,16,x^16 + x^15 + 5,2^6 * 3^2 * 5 * 7 * 17 * 233 * 457 * 1009 * 2141 * 7873 * 6637601 * 364884097 * 8529890518113451053521
4283,1,17,x^17 + x^16 + 7,2 * 919 * 2141 * 13236787181 * 1054320143289684022265122873031193611309308739
4283,1,18,x^18 + x^17 + 185,2^3 * 3^4 * 7 * 17 * 19 * 31^2 * 37 * 61 * 313 * 2141 * 321751 * 3198027421 * 1930217564017 * 55611609892477958953
4283,1,19,x^19 + x^18 + 9,2 * 229 * 2141 * 13560871 * 1547311182140250451 * 48962774509299513848701425559839795517
4283,1,20,x^20 + x^19 + 103,2^4 * 3^2 * 5^2 * 7 * 11 * 17 * 101 * 233 * 281 * 2141 * 7873 * 4935660101 * 30598562483771 * 161674538351341 * 336427051846541
4283,1,21,x^21 + x^20 + 66,2 * 29 * 31^2 * 61 * 313 * 1429 * 2141 * 2689 * 3613 * 29611 * 41539 * 100003 * 519373 * 1730891 * 5283298153257537568241504461
4283,1,22,x^22 + x^21 + 130,2^3 * 3^2 * 7 * 17 * 23 * 67 * 89 * 727 * 2141 * 24846383 * 54892069 * 364384549 * 2041403167 * 42655294214429070112209110084257
