p,r,n,poly,factorization
409,1,2,x^2 + x + 22,2^4 * 3 * 5 * 17 * 41
409,1,3,x^3 + x^2 + 22,2^3 * 3^2 * 17 * 55897
409,1,4,x^4 + x^3 + 28,2^5 * 3 * 5 * 17 * 41 * 83641
409,1,5,x^5 + x^4 + 35,2^3 * 3 * 17 * 71 * 8971 * 44041
409,1,6,x^6 + x^5 + 67,2^4 * 3^2 * 5 * 7 * 17 * 31 * 41 * 769 * 55897
409,1,7,x^7 + x^6 + 56,2^3 * 3 * 17 * 6133 * 15919 * 48063373
409,1,8,x^8 + x^7 + 42,2^6 * 3 * 5 * 17 * 41 * 3769 * 83641 * 3712249
409,1,9,x^9 + x^8 + 26,2^3 * 3^3 * 17 * 55897 * 357517 * 4364373421
409,1,10,x^10 + x^9 + 57,2^4 * 3 * 5^2 * 11 * 17 * 41 * 71 * 281 * 8971 * 44041 * 1806191
409,1,11,x^11 + x^10 + 26,2^3 * 3 * 17 * 23 * 2311 * 5809387 * 425243941566841
409,1,12,x^12 + x^11 + 22,2^5 * 3^2 * 5 * 7 * 13 * 17 * 31 * 41 * 337 * 769 * 55897 * 83641 * 6387301
409,1,13,x^13 + x^12 + 33,2^3 * 3 * 17 * 10193 * 1608751 * 1339528588735808542787
409,1,14,x^14 + x^13 + 127,2^4 * 3 * 5 * 17 * 41 * 43 * 911 * 6133 * 15919 * 48063373 * 119204449589
409,1,15,x^15 + x^14 + 26,2^3 * 3^2 * 17 * 71 * 421 * 8971 * 44041 * 55897 * 122442841 * 15153321301
409,1,16,x^16 + x^15 + 67,2^7 * 3 * 5 * 17 * 41 * 3769 * 83641 * 3712249 * 391522268549910113761
409,1,17,x^17 + x^16 + 56,2^3 * 3 * 17^2 * 103 * 307 * 443 * 3163 * 43283 * 47363 * 55217 * 21906541 * 329083009
409,1,18,x^18 + x^17 + 177,2^4 * 3^3 * 5 * 7 * 17 * 19 * 31 * 41 * 109 * 127 * 769 * 6553 * 55897 * 357517 * 2715913 * 4364373421
409,1,19,x^19 + x^18 + 176,2^3 * 3 * 17 * 59699 * 11459737 * 897972833 * 21997956611 * 7608436895383019
409,1,20,x^20 + x^19 + 347,2^5 * 3 * 5^2 * 11 * 17 * 41 * 71 * 281 * 8971 * 44041 * 83641 * 275641 * 1806191 * 7536401 * 376943321
409,1,21,x^21 + x^20 + 28,2^3 * 3^2 * 17 * 6133 * 15919 * 55897 * 220123 * 48063373 * 99300431218366955035795267
409,1,22,x^22 + x^21 + 208,2^4 * 3 * 5 * 17 * 23 * 41 * 199 * 2311 * 5809387 * 425243941566841 * 656628086078359679363839
409,1,23,x^23 + x^22 + 67,2^3 * 3 * 17 * 139 * 91127 * 1325399 * 4679468267 * 36624432388669916907880573577942359
409,1,24,x^24 + x^23 + 176,2^6 * 3^2 * 5 * 7 * 13 * 17 * 31 * 41 * 337 * 769 * 3769 * 55897 * 83641 * 3712249 * 6387301 * 783044537071837294561
409,1,25,x^25 + x^24 + 26,2^3 * 3 * 17 * 71 * 101 * 8971 * 44041 * 1706501 * 99549306580049523905219709100216175213686301
