p,r,n,poly,factorization
773,1,2,x^2 + x + 2,2^3 * 3^2 * 43 * 193
773,1,3,x^3 + x^2 + 3,2^2 * 193 * 598303
773,1,4,x^4 + x^3 + 2,2^4 * 3^2 * 5 * 43 * 193 * 59753
773,1,5,x^5 + x^4 + 2,2^2 * 11 * 193 * 251 * 401 * 322901
773,1,6,x^6 + x^5 + 7,2^3 * 3^3 * 7 * 43 * 157 * 181 * 193 * 598303
773,1,7,x^7 + x^6 + 12,2^2 * 193 * 449 * 1163 * 409084572289
773,1,8,x^8 + x^7 + 22,2^5 * 3^2 * 5 * 17 * 43 * 113 * 193 * 7489 * 12409 * 59753
773,1,9,x^9 + x^8 + 45,2^2 * 37 * 193 * 613 * 598303 * 9406212066847
773,1,10,x^10 + x^9 + 3,2^3 * 3^2 * 11 * 31 * 43 * 61 * 193 * 211 * 251 * 401 * 322901 * 893681
773,1,11,x^11 + x^10 + 2,2^2 * 193 * 331 * 727 * 991 * 319831381244161569949
773,1,12,x^12 + x^11 + 41,2^4 * 3^3 * 5 * 7 * 13 * 43 * 157 * 181 * 193 * 59753 * 80317 * 341953 * 598303
773,1,13,x^13 + x^12 + 3,2^2 * 79 * 193 * 859 * 671577079433852248719505906321
773,1,14,x^14 + x^13 + 76,2^3 * 3^2 * 43 * 193 * 449 * 1163 * 409084572289 * 213066659385664477
773,1,15,x^15 + x^14 + 45,2^2 * 11 * 193 * 251 * 401 * 23371 * 322901 * 598303 * 3179551 * 1713289162861
773,1,16,x^16 + x^15 + 42,2^6 * 3^2 * 5 * 17 * 43 * 113 * 193 * 257 * 7489 * 12409 * 59753 * 74209 * 144593 * 23113674049
773,1,17,x^17 + x^16 + 5,2^2 * 137 * 193 * 118771852184751989395729040820020837599522793
773,1,18,x^18 + x^17 + 88,2^3 * 3^4 * 7 * 19 * 37 * 43 * 157 * 181 * 193 * 613 * 598303 * 3029329 * 1235536741 * 9406212066847
773,1,19,x^19 + x^18 + 33,2^2 * 193 * 226615076929 * 42904642102997831785603590917218136424847
773,1,20,x^20 + x^19 + 116,2^4 * 3^2 * 5^2 * 11 * 31 * 43 * 61 * 193 * 211 * 251 * 401 * 59753 * 322901 * 679361 * 893681 * 37528793999603581
773,1,21,x^21 + x^20 + 13,2^2 * 193 * 449 * 631 * 1163 * 97021 * 598303 * 409084572289 * 2238281318281 * 331727868833299
773,1,22,x^22 + x^21 + 48,2^3 * 3^2 * 23 * 43 * 193 * 331 * 727 * 991 * 319831381244161569949 * 3307544046590149975535400739
773,1,23,x^23 + x^22 + 101,2^2 * 47 * 193 * 3083 * 9133309274601605243 * 15588920594426146871 * 168265650250333537051
773,1,24,x^24 + x^23 + 114,2^5 * 3^3 * 5 * 7 * 13 * 17 * 43 * 73 * 113 * 157 * 181 * 193 * 7489 * 12409 * 59753 * 80317 * 341953 * 598303 * 23038513 * 75798157111609
773,1,25,x^25 + x^24 + 22,2^2 * 11 * 193 * 251 * 401 * 65101 * 322901 * 123751515499751 * 131628684370301 * 5471433837818180331235651
773,1,26,x^26 + x^25 + 30,2^3 * 3^2 * 43 * 79 * 193 * 859 * 9803 * 148908122912459 * 31139746195532833 * 671577079433852248719505906321
773,1,27,x^27 + x^26 + 2,2^2 * 37 * 193 * 613 * 598303 * 2074441573747 * 2573315009857 * 9406212066847 * 1819016882476818573163566277
773,2,2,x^4 + x^3 + 2,2^4 * 3^2 * 5 * 43 * 193 * 59753
773,2,3,x^6 + x^5 + 7,2^3 * 3^3 * 7 * 43 * 157 * 181 * 193 * 598303
773,2,4,x^8 + x^7 + 22,2^5 * 3^2 * 5 * 17 * 43 * 113 * 193 * 7489 * 12409 * 59753
773,2,5,x^10 + x^9 + 3,2^3 * 3^2 * 11 * 31 * 43 * 61 * 193 * 211 * 251 * 401 * 322901 * 893681
773,2,6,x^12 + x^11 + 41,2^4 * 3^3 * 5 * 7 * 13 * 43 * 157 * 181 * 193 * 59753 * 80317 * 341953 * 598303
773,2,7,x^14 + x^13 + 76,2^3 * 3^2 * 43 * 193 * 449 * 1163 * 409084572289 * 213066659385664477
773,2,8,x^16 + x^15 + 42,2^6 * 3^2 * 5 * 17 * 43 * 113 * 193 * 257 * 7489 * 12409 * 59753 * 74209 * 144593 * 23113674049
773,2,9,x^18 + x^17 + 88,2^3 * 3^4 * 7 * 19 * 37 * 43 * 157 * 181 * 193 * 613 * 598303 * 3029329 * 1235536741 * 9406212066847
773,2,10,x^20 + x^19 + 116,2^4 * 3^2 * 5^2 * 11 * 31 * 43 * 61 * 193 * 211 * 251 * 401 * 59753 * 322901 * 679361 * 893681 * 37528793999603581
