p,r,n,poly,factorization
991,1,2,x^2 + x + 11,2^6 * 3^2 * 5 * 11 * 31
991,1,3,x^3 + x^2 + 16,2 * 3^3 * 5 * 7 * 11 * 13^2 * 277
991,1,4,x^4 + x^3 + 34,2^7 * 3^2 * 5 * 11 * 31 * 491041
991,1,5,x^5 + x^4 + 10,2 * 3^2 * 5^2 * 11 * 193091463181
991,1,6,x^6 + x^5 + 6,2^6 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 277 * 981091
991,1,7,x^7 + x^6 + 19,2 * 3^2 * 5 * 11 * 85581973 * 11078936989
991,1,8,x^8 + x^7 + 57,2^8 * 3^2 * 5 * 11 * 31 * 89 * 1913 * 491041 * 2832433
991,1,9,x^9 + x^8 + 121,2 * 3^4 * 5 * 7 * 11 * 13^2 * 271 * 277 * 523 * 11593 * 192155959
991,1,10,x^10 + x^9 + 7,2^6 * 3^2 * 5^2 * 11 * 31 * 8501 * 113340881 * 193091463181
991,1,11,x^11 + x^10 + 226,2 * 3^2 * 5 * 11^2 * 23 * 3614552054510785497940517237
991,1,12,x^12 + x^11 + 12,2^7 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 37 * 277 * 491041 * 981091 * 26067084013
991,1,13,x^13 + x^12 + 4,2 * 3^2 * 5 * 11 * 11779 * 76245442970561142995885817173227
991,1,14,x^14 + x^13 + 22,2^6 * 3^2 * 5 * 11 * 29 * 31 * 43 * 197 * 85581973 * 11078936989 * 3851866525669
991,1,15,x^15 + x^14 + 16,2 * 3^3 * 5^2 * 7 * 11 * 13^2 * 61 * 151 * 277 * 331 * 2221 * 360541 * 380638561 * 193091463181
991,1,16,x^16 + x^15 + 63,2^9 * 3^2 * 5 * 11 * 17 * 31 * 89 * 1913 * 491041 * 2832433 * 6437225617 * 4250221735649
991,1,17,x^17 + x^16 + 19,2 * 3^2 * 5 * 11 * 103 * 18803 * 34273 * 29964961363 * 435498554549667399184262527
991,1,18,x^18 + x^17 + 7,2^6 * 3^4 * 5 * 7 * 11 * 13^2 * 19 * 31 * 271 * 277 * 523 * 1171 * 11593 * 981091 * 2086363 * 20405233 * 192155959
991,1,19,x^19 + x^18 + 10,2 * 3^2 * 5 * 11 * 191 * 2453281 * 295456403419 * 6144551253415578866335972661208941
991,1,20,x^20 + x^19 + 23,2^7 * 3^2 * 5^2 * 11 * 31 * 8501 * 491041 * 113340881 * 65979564461 * 193091463181 * 14098709083301
991,1,21,x^21 + x^20 + 4,2 * 3^3 * 5 * 7^2 * 11 * 13^2 * 277 * 421 * 85581973 * 11078936989 * 304134199349612703032910227146603
991,1,22,x^22 + x^21 + 23,2^6 * 3^2 * 5 * 11^2 * 23 * 31 * 67 * 2179 * 6251244626436163391983507 * 3614552054510785497940517237
991,1,23,x^23 + x^22 + 10,2 * 3^2 * 5 * 11 * 47 * 3911 * 639907 * 1290405157 * 5405429826434493731323884968950681208264547671
991,1,24,x^24 + x^23 + 182,2^8 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 37 * 89 * 277 * 1913 * 491041 * 981091 * 2832433 * 10682713 * 107476849 * 810200953 * 26067084013
991,1,25,x^25 + x^24 + 2,2 * 3^2 * 5^3 * 11 * 19611001 * 193091463181 * 8511445517569862339715154124299396339931772884910901
991,1,26,x^26 + x^25 + 48,2^6 * 3^2 * 5 * 11 * 31 * 53 * 157 * 11779 * 76245442970561142995885817173227 * 107713543708729723173569501823821
991,2,2,x^4 + x^3 + 34,2^7 * 3^2 * 5 * 11 * 31 * 491041
991,2,3,x^6 + x^5 + 6,2^6 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 277 * 981091
991,2,4,x^8 + x^7 + 57,2^8 * 3^2 * 5 * 11 * 31 * 89 * 1913 * 491041 * 2832433
991,2,5,x^10 + x^9 + 7,2^6 * 3^2 * 5^2 * 11 * 31 * 8501 * 113340881 * 193091463181
991,2,6,x^12 + x^11 + 12,2^7 * 3^3 * 5 * 7 * 11 * 13^2 * 31 * 37 * 277 * 491041 * 981091 * 26067084013
991,2,7,x^14 + x^13 + 22,2^6 * 3^2 * 5 * 11 * 29 * 31 * 43 * 197 * 85581973 * 11078936989 * 3851866525669
991,2,8,x^16 + x^15 + 63,2^9 * 3^2 * 5 * 11 * 17 * 31 * 89 * 1913 * 491041 * 2832433 * 6437225617 * 4250221735649
