p,r,n,poly,factorization
4721,1,2,x^2 + x + 7,2^5 * 3 * 5 * 59 * 787
4721,1,3,x^3 + x^2 + 6,2^4 * 5 * 59 * 22292563
4721,1,4,x^4 + x^3 + 6,2^6 * 3 * 5 * 59 * 787 * 11143921
4721,1,5,x^5 + x^4 + 15,2^4 * 5^2 * 59 * 99370619926241
4721,1,6,x^6 + x^5 + 34,2^5 * 3^2 * 5 * 7 * 59 * 787 * 1061101 * 22292563
4721,1,7,x^7 + x^6 + 61,2^4 * 5 * 29 * 59 * 381854582239222609763
4721,1,8,x^8 + x^7 + 28,2^7 * 3 * 5 * 59 * 787 * 11143921 * 248373928220641
4721,1,9,x^9 + x^8 + 24,2^4 * 5 * 19^2 * 59 * 127 * 54559 * 22292563 * 4426155607771
4721,1,10,x^10 + x^9 + 7,2^5 * 3 * 5^2 * 11 * 59 * 787 * 2791 * 16176758341 * 99370619926241
4721,1,11,x^11 + x^10 + 12,2^4 * 5 * 23 * 59 * 89 * 1003921843 * 474253162021 * 5644221187771
4721,1,12,x^12 + x^11 + 14,2^6 * 3^2 * 5 * 7 * 13 * 59 * 73 * 787 * 1061101 * 11143921 * 22292563 * 523443450109
4721,1,13,x^13 + x^12 + 69,2^4 * 5 * 59 * 937 * 1022243 * 477077361983 * 268298016271914923422441
4721,1,14,x^14 + x^13 + 24,2^5 * 3 * 5 * 29 * 59 * 787 * 53991645233 * 205014915617 * 381854582239222609763
4721,1,15,x^15 + x^14 + 13,2^4 * 5^2 * 31 * 59 * 751 * 2011 * 22292563 * 99370619926241 * 5269462281709334596291
4721,1,16,x^16 + x^15 + 177,2^8 * 3 * 5 * 17 * 59 * 787 * 11143921 * 50112367621457 * 144826543057249 * 248373928220641
4721,1,17,x^17 + x^16 + 35,2^4 * 5 * 59 * 613 * 77401579 * 226565869 * 5665408470759574059037105249469293152499
4721,1,18,x^18 + x^17 + 14,2^5 * 3^3 * 5 * 7 * 19^2 * 59 * 109 * 127 * 787 * 2269 * 7129 * 54559 * 1061101 * 22292563 * 2093115237643 * 4426155607771
4721,1,19,x^19 + x^18 + 6,2^4 * 5 * 59 * 7069 * 15809 * 2443895749 * 1943018797789 * 2557890507762629013421092706787127119
4721,1,20,x^20 + x^19 + 177,2^6 * 3 * 5^2 * 11 * 59 * 61 * 787 * 1021 * 1181 * 2791 * 524701 * 11143921 * 55428881 * 115350241 * 16176758341 * 99370619926241
4721,1,21,x^21 + x^20 + 87,2^4 * 5 * 29 * 59 * 183877 * 327517 * 975367 * 4094413 * 22292563 * 381854582239222609763 * 509559662515865782339
4721,2,2,x^4 + x^3 + 6,2^6 * 3 * 5 * 59 * 787 * 11143921
4721,2,3,x^6 + x^5 + 34,2^5 * 3^2 * 5 * 7 * 59 * 787 * 1061101 * 22292563
4721,2,4,x^8 + x^7 + 28,2^7 * 3 * 5 * 59 * 787 * 11143921 * 248373928220641
4721,2,5,x^10 + x^9 + 7,2^5 * 3 * 5^2 * 11 * 59 * 787 * 2791 * 16176758341 * 99370619926241
4721,2,6,x^12 + x^11 + 14,2^6 * 3^2 * 5 * 7 * 13 * 59 * 73 * 787 * 1061101 * 11143921 * 22292563 * 523443450109
4721,2,7,x^14 + x^13 + 24,2^5 * 3 * 5 * 29 * 59 * 787 * 53991645233 * 205014915617 * 381854582239222609763
4721,2,8,x^16 + x^15 + 177,2^8 * 3 * 5 * 17 * 59 * 787 * 11143921 * 50112367621457 * 144826543057249 * 248373928220641
4721,2,9,x^18 + x^17 + 14,2^5 * 3^3 * 5 * 7 * 19^2 * 59 * 109 * 127 * 787 * 2269 * 7129 * 54559 * 1061101 * 22292563 * 2093115237643 * 4426155607771
4721,2,10,x^20 + x^19 + 177,2^6 * 3 * 5^2 * 11 * 59 * 61 * 787 * 1021 * 1181 * 2791 * 524701 * 11143921 * 55428881 * 115350241 * 16176758341 * 99370619926241
4721,3,2,x^6 + x^5 + 34,2^5 * 3^2 * 5 * 7 * 59 * 787 * 1061101 * 22292563
4721,3,3,x^9 + x^8 + 24,2^4 * 5 * 19^2 * 59 * 127 * 54559 * 22292563 * 4426155607771
4721,3,4,x^12 + x^11 + 14,2^6 * 3^2 * 5 * 7 * 13 * 59 * 73 * 787 * 1061101 * 11143921 * 22292563 * 523443450109
4721,3,5,x^15 + x^14 + 13,2^4 * 5^2 * 31 * 59 * 751 * 2011 * 22292563 * 99370619926241 * 5269462281709334596291
4721,3,6,x^18 + x^17 + 14,2^5 * 3^3 * 5 * 7 * 19^2 * 59 * 109 * 127 * 787 * 2269 * 7129 * 54559 * 1061101 * 22292563 * 2093115237643 * 4426155607771
4721,3,7,x^21 + x^20 + 87,2^4 * 5 * 29 * 59 * 183877 * 327517 * 975367 * 4094413 * 22292563 * 381854582239222609763 * 509559662515865782339
4721,4,2,x^8 + x^7 + 28,2^7 * 3 * 5 * 59 * 787 * 11143921 * 248373928220641
4721,4,3,x^12 + x^11 + 14,2^6 * 3^2 * 5 * 7 * 13 * 59 * 73 * 787 * 1061101 * 11143921 * 22292563 * 523443450109
4721,4,4,x^16 + x^15 + 177,2^8 * 3 * 5 * 17 * 59 * 787 * 11143921 * 50112367621457 * 144826543057249 * 248373928220641
4721,4,5,x^20 + x^19 + 177,2^6 * 3 * 5^2 * 11 * 59 * 61 * 787 * 1021 * 1181 * 2791 * 524701 * 11143921 * 55428881 * 115350241 * 16176758341 * 99370619926241
4721,5,2,x^10 + x^9 + 7,2^5 * 3 * 5^2 * 11 * 59 * 787 * 2791 * 16176758341 * 99370619926241
4721,5,3,x^15 + x^14 + 13,2^4 * 5^2 * 31 * 59 * 751 * 2011 * 22292563 * 99370619926241 * 5269462281709334596291
4721,5,4,x^20 + x^19 + 177,2^6 * 3 * 5^2 * 11 * 59 * 61 * 787 * 1021 * 1181 * 2791 * 524701 * 11143921 * 55428881 * 115350241 * 16176758341 * 99370619926241
4721,6,2,x^12 + x^11 + 14,2^6 * 3^2 * 5 * 7 * 13 * 59 * 73 * 787 * 1061101 * 11143921 * 22292563 * 523443450109
4721,6,3,x^18 + x^17 + 14,2^5 * 3^3 * 5 * 7 * 19^2 * 59 * 109 * 127 * 787 * 2269 * 7129 * 54559 * 1061101 * 22292563 * 2093115237643 * 4426155607771
4721,7,2,x^14 + x^13 + 24,2^5 * 3 * 5 * 29 * 59 * 787 * 53991645233 * 205014915617 * 381854582239222609763
4721,7,3,x^21 + x^20 + 87,2^4 * 5 * 29 * 59 * 183877 * 327517 * 975367 * 4094413 * 22292563 * 381854582239222609763 * 509559662515865782339
4721,8,2,x^16 + x^15 + 177,2^8 * 3 * 5 * 17 * 59 * 787 * 11143921 * 50112367621457 * 144826543057249 * 248373928220641
4721,9,2,x^18 + x^17 + 14,2^5 * 3^3 * 5 * 7 * 19^2 * 59 * 109 * 127 * 787 * 2269 * 7129 * 54559 * 1061101 * 22292563 * 2093115237643 * 4426155607771
4721,10,2,x^20 + x^19 + 177,2^6 * 3 * 5^2 * 11 * 59 * 61 * 787 * 1021 * 1181 * 2791 * 524701 * 11143921 * 55428881 * 115350241 * 16176758341 * 99370619926241
