p,r,n,poly,factorization
4877,1,2,x^2 + x + 2,2^3 * 3^2 * 23 * 53 * 271
4877,1,3,x^3 + x^2 + 5,2^2 * 23 * 53 * 23790007
4877,1,4,x^4 + x^3 + 27,2^4 * 3^2 * 5 * 23 * 53 * 271 * 2378513
4877,1,5,x^5 + x^4 + 2,2^2 * 11 * 23 * 53 * 61 * 843291185411
4877,1,6,x^6 + x^5 + 20,2^3 * 3^3 * 7 * 23 * 53 * 271 * 1132393 * 23790007
4877,1,7,x^7 + x^6 + 2,2^2 * 23 * 53 * 137999 * 7086437 * 13762639129
4877,1,8,x^8 + x^7 + 2,2^5 * 3^2 * 5 * 17 * 23 * 53 * 113 * 271 * 409 * 4457 * 80777 * 2378513
4877,1,9,x^9 + x^8 + 7,2^2 * 23 * 53 * 883 * 7489 * 4745467 * 23790007 * 428798287
4877,1,10,x^10 + x^9 + 5,2^3 * 3^2 * 11 * 23 * 53 * 61 * 271 * 3001 * 188475969761 * 843291185411
4877,1,11,x^11 + x^10 + 2,2^2 * 23 * 53 * 463 * 6565901 * 2504616823151663615633477669
4877,1,12,x^12 + x^11 + 12,2^4 * 3^3 * 5 * 7 * 13 * 23 * 53 * 271 * 4273 * 1132393 * 2378513 * 23790007 * 10184383837
4877,1,13,x^13 + x^12 + 28,2^2 * 23 * 53 * 181101532654017008183810368913716525804457941
4877,1,14,x^14 + x^13 + 5,2^3 * 3^2 * 23 * 29 * 53 * 271 * 281 * 137999 * 7086437 * 13762639129 * 1650909152994308257
4877,1,15,x^15 + x^14 + 43,2^2 * 11 * 23 * 31 * 53 * 61 * 23790007 * 843291185411 * 10322176771226419096580088271
4877,1,16,x^16 + x^15 + 280,2^6 * 3^2 * 5 * 17 * 23 * 53 * 97 * 113 * 271 * 409 * 4457 * 80777 * 2378513 * 337159969 * 4893102456912033937
4877,1,17,x^17 + x^16 + 12,2^2 * 23 * 53 * 307 * 613 * 2347 * 4591 * 77419 * 652628985500625465473107892073191693604937
4877,1,18,x^18 + x^17 + 3,2^3 * 3^4 * 7 * 19 * 23 * 37 * 53 * 271 * 883 * 7489 * 1132393 * 4745467 * 23790007 * 428798287 * 1103027977 * 5784334849
4877,1,19,x^19 + x^18 + 13,2^2 * 23 * 53 * 116990563 * 2850194683471349 * 7308248442508614095513015535746618418741401
4877,1,20,x^20 + x^19 + 2,2^4 * 3^2 * 5^2 * 11 * 23 * 41 * 53 * 61 * 271 * 3001 * 2378513 * 188475969761 * 843291185411 * 1561234592415232659846148501
4877,1,21,x^21 + x^20 + 3,2^2 * 23 * 53 * 137999 * 7086437 * 23790007 * 817028983 * 13762639129 * 30729322163611 * 7210303822275010259293
4877,2,2,x^4 + x^3 + 27,2^4 * 3^2 * 5 * 23 * 53 * 271 * 2378513
4877,2,3,x^6 + x^5 + 20,2^3 * 3^3 * 7 * 23 * 53 * 271 * 1132393 * 23790007
4877,2,4,x^8 + x^7 + 2,2^5 * 3^2 * 5 * 17 * 23 * 53 * 113 * 271 * 409 * 4457 * 80777 * 2378513
4877,2,5,x^10 + x^9 + 5,2^3 * 3^2 * 11 * 23 * 53 * 61 * 271 * 3001 * 188475969761 * 843291185411
4877,2,6,x^12 + x^11 + 12,2^4 * 3^3 * 5 * 7 * 13 * 23 * 53 * 271 * 4273 * 1132393 * 2378513 * 23790007 * 10184383837
4877,2,7,x^14 + x^13 + 5,2^3 * 3^2 * 23 * 29 * 53 * 271 * 281 * 137999 * 7086437 * 13762639129 * 1650909152994308257
4877,2,8,x^16 + x^15 + 280,2^6 * 3^2 * 5 * 17 * 23 * 53 * 97 * 113 * 271 * 409 * 4457 * 80777 * 2378513 * 337159969 * 4893102456912033937
4877,2,9,x^18 + x^17 + 3,2^3 * 3^4 * 7 * 19 * 23 * 37 * 53 * 271 * 883 * 7489 * 1132393 * 4745467 * 23790007 * 428798287 * 1103027977 * 5784334849
4877,2,10,x^20 + x^19 + 2,2^4 * 3^2 * 5^2 * 11 * 23 * 41 * 53 * 61 * 271 * 3001 * 2378513 * 188475969761 * 843291185411 * 1561234592415232659846148501
4877,3,2,x^6 + x^5 + 20,2^3 * 3^3 * 7 * 23 * 53 * 271 * 1132393 * 23790007
4877,3,3,x^9 + x^8 + 7,2^2 * 23 * 53 * 883 * 7489 * 4745467 * 23790007 * 428798287
4877,3,4,x^12 + x^11 + 12,2^4 * 3^3 * 5 * 7 * 13 * 23 * 53 * 271 * 4273 * 1132393 * 2378513 * 23790007 * 10184383837
