p,r,n,poly,factorization
6091,1,2,x^2 + x + 13,2^3 * 3 * 5 * 7 * 29 * 1523
6091,1,3,x^3 + x^2 + 11,2 * 3^2 * 5 * 7 * 19 * 29 * 193 * 3373
6091,1,4,x^4 + x^3 + 62,2^4 * 3 * 5 * 7 * 29 * 1523 * 1789 * 10369
6091,1,5,x^5 + x^4 + 26,2 * 3 * 5^2 * 7 * 29 * 541 * 508930449241
6091,1,6,x^6 + x^5 + 62,2^3 * 3^2 * 5 * 7 * 19 * 29 * 193 * 1523 * 3373 * 37094191
6091,1,7,x^7 + x^6 + 11,2 * 3 * 5 * 7^2 * 29 * 7296336648483470833771
6091,1,8,x^8 + x^7 + 98,2^5 * 3 * 5 * 7 * 29 * 1523 * 1789 * 10369 * 18713 * 60497 * 607921
6091,1,9,x^9 + x^8 + 21,2 * 3^3 * 5 * 7 * 19 * 29 * 73 * 193 * 577 * 3373 * 15859 * 25482138385789
6091,1,10,x^10 + x^9 + 93,2^3 * 3 * 5^2 * 7 * 11 * 29 * 31 * 41 * 61 * 541 * 1523 * 1613671141 * 508930449241
6091,1,11,x^11 + x^10 + 152,2 * 3 * 5 * 7 * 29 * 89 * 199 * 282481 * 223720196239 * 62808697204177189
6091,1,12,x^12 + x^11 + 107,2^4 * 3^2 * 5 * 7 * 13 * 19 * 29 * 37 * 193 * 1523 * 1789 * 3373 * 10369 * 37094191 * 2861602522201
6091,1,13,x^13 + x^12 + 39,2 * 3 * 5 * 7 * 29 * 53 * 79 * 14021593 * 1133258309 * 148087739801 * 264719641777007
6091,1,14,x^14 + x^13 + 112,2^3 * 3 * 5 * 7^2 * 29 * 1523 * 27765823 * 1838864594732677 * 7296336648483470833771
6091,1,15,x^15 + x^14 + 26,2 * 3^2 * 5^2 * 7 * 19 * 29 * 193 * 541 * 1321 * 3373 * 508930449241 * 1433952189838547438693453641
6091,1,16,x^16 + x^15 + 213,2^6 * 3 * 5 * 7 * 17 * 29 * 1523 * 1789 * 10369 * 18713 * 60497 * 607921 * 28758617271233 * 1937589970840801
6091,1,17,x^17 + x^16 + 55,2 * 3 * 5 * 7 * 29 * 103 * 18089 * 1926802119736716539532968636297161206965419720340754271
6091,1,18,x^18 + x^17 + 63,2^3 * 3^3 * 5 * 7 * 19 * 29 * 73 * 193 * 577 * 1523 * 3373 * 15859 * 37094191 * 25482138385789 * 51065971322192403676471
6091,1,19,x^19 + x^18 + 38,2 * 3 * 5 * 7 * 29 * 27893 * 1388001184126264752269087717 * 3440178952441398552159247221907175389
6091,1,20,x^20 + x^19 + 98,2^4 * 3 * 5^2 * 7 * 11 * 29 * 31 * 41 * 61 * 541 * 1523 * 1789 * 10369 * 712601 * 1613671141 * 508930449241 * 2658657277401650582561561
6091,1,21,x^21 + x^20 + 136,2 * 3^2 * 5 * 7^2 * 19 * 29 * 127 * 193 * 3373 * 153867211 * 7296336648483470833771 * 133426497070097648862819252901113253
6091,2,2,x^4 + x^3 + 62,2^4 * 3 * 5 * 7 * 29 * 1523 * 1789 * 10369
6091,2,3,x^6 + x^5 + 62,2^3 * 3^2 * 5 * 7 * 19 * 29 * 193 * 1523 * 3373 * 37094191
6091,2,4,x^8 + x^7 + 98,2^5 * 3 * 5 * 7 * 29 * 1523 * 1789 * 10369 * 18713 * 60497 * 607921
6091,2,5,x^10 + x^9 + 93,2^3 * 3 * 5^2 * 7 * 11 * 29 * 31 * 41 * 61 * 541 * 1523 * 1613671141 * 508930449241
6091,2,6,x^12 + x^11 + 107,2^4 * 3^2 * 5 * 7 * 13 * 19 * 29 * 37 * 193 * 1523 * 1789 * 3373 * 10369 * 37094191 * 2861602522201
6091,2,7,x^14 + x^13 + 112,2^3 * 3 * 5 * 7^2 * 29 * 1523 * 27765823 * 1838864594732677 * 7296336648483470833771
6091,2,8,x^16 + x^15 + 213,2^6 * 3 * 5 * 7 * 17 * 29 * 1523 * 1789 * 10369 * 18713 * 60497 * 607921 * 28758617271233 * 1937589970840801
